pde,algorithm,n_obs,obs_noise,lam_data,lam_pde,n_collocation,balancer,f1_l2_error,f2_pde_residual,f3_data_budget,hidden_dim,n_layers,seed,experiment
burgers,grid,0.0,0.0,1.0,1.0,300.0,fixed,0.4574455006824965,0.0820149257779121,300.0,50.0,4.0,1,burgers_grid_clean
burgers,grid,0.0,0.0,1.0,10.0,100.0,fixed,0.4694212178072016,0.0274664778262376,100.0,50.0,4.0,1,burgers_grid_clean
burgers,grid,0.0,0.0,1.0,10.0,200.0,fixed,0.5966846102290166,0.0240640565752983,200.0,50.0,4.0,1,burgers_grid_clean
burgers,grid,0.0,0.0,1.0,10.0,300.0,fixed,0.5738381271189726,0.0221678242087364,300.0,50.0,4.0,1,burgers_grid_clean
burgers,grid,0.0,0.0,10.0,1.0,100.0,fixed,0.5418076272908572,0.2271830439567566,100.0,50.0,4.0,1,burgers_grid_clean
burgers,grid,0.0,0.0,10.0,1.0,200.0,fixed,0.4939976636773044,0.3343429565429687,200.0,50.0,4.0,1,burgers_grid_clean
burgers,grid,0.0,0.0,10.0,1.0,300.0,fixed,0.418879236170332,0.2726410031318664,300.0,50.0,4.0,1,burgers_grid_clean
burgers,grid,0.0,0.0,10.0,10.0,100.0,fixed,0.5510438353585945,0.0773035883903503,100.0,50.0,4.0,1,burgers_grid_clean
burgers,grid,0.0,0.0,10.0,10.0,200.0,fixed,0.4910948312466094,0.0841360092163086,200.0,50.0,4.0,1,burgers_grid_clean
burgers,grid,0.0,0.0,10.0,10.0,300.0,fixed,0.4880507923403585,0.0757447406649589,300.0,50.0,4.0,1,burgers_grid_clean
burgers,grid,0.0,0.0,1.0,1.0,100.0,fixed,0.5525195429619869,0.0642495453357696,100.0,50.0,4.0,2,burgers_grid_clean
burgers,grid,0.0,0.0,1.0,1.0,200.0,fixed,0.5078847149711805,0.0902184471487999,200.0,50.0,4.0,2,burgers_grid_clean
burgers,grid,0.0,0.0,1.0,1.0,300.0,fixed,0.5099571175110239,0.0928895696997642,300.0,50.0,4.0,2,burgers_grid_clean
burgers,grid,0.0,0.0,1.0,10.0,100.0,fixed,0.5940819782554597,0.0242838710546493,100.0,50.0,4.0,2,burgers_grid_clean
burgers,grid,0.0,0.0,1.0,10.0,200.0,fixed,0.5917713651619932,0.0214477553963661,200.0,50.0,4.0,2,burgers_grid_clean
burgers,grid,0.0,0.0,1.0,10.0,300.0,fixed,0.7110362544393225,0.0305570121854543,300.0,50.0,4.0,2,burgers_grid_clean
burgers,grid,0.0,0.0,10.0,1.0,100.0,fixed,0.4595445284999754,0.2462935298681259,100.0,50.0,4.0,2,burgers_grid_clean
burgers,grid,0.0,0.0,10.0,1.0,200.0,fixed,0.4625536322316179,0.279473602771759,200.0,50.0,4.0,2,burgers_grid_clean
burgers,grid,0.0,0.0,10.0,1.0,300.0,fixed,0.5025277976635935,0.3061127960681915,300.0,50.0,4.0,2,burgers_grid_clean
burgers,grid,0.0,0.0,10.0,10.0,100.0,fixed,0.3422424088637193,0.0621773228049278,100.0,50.0,4.0,2,burgers_grid_clean
burgers,grid,0.0,0.0,10.0,10.0,200.0,fixed,0.4435691764604282,0.0675775110721588,200.0,50.0,4.0,2,burgers_grid_clean
burgers,grid,0.0,0.0,10.0,10.0,300.0,fixed,0.5289797323337058,0.0937451273202896,300.0,50.0,4.0,2,burgers_grid_clean
burgers,grid,0.0,0.0,1.0,1.0,100.0,fixed,0.5144678306338397,0.0779143273830413,100.0,50.0,4.0,3,burgers_grid_clean
burgers,grid,0.0,0.0,1.0,1.0,200.0,fixed,0.443661833747092,0.0804432779550552,200.0,50.0,4.0,3,burgers_grid_clean
burgers,grid,0.0,0.0,1.0,1.0,300.0,fixed,0.480980957780404,0.0843480005860328,300.0,50.0,4.0,3,burgers_grid_clean
burgers,grid,0.0,0.0,1.0,10.0,100.0,fixed,0.5930823648267606,0.0232105869799852,100.0,50.0,4.0,3,burgers_grid_clean
burgers,grid,0.0,0.0,1.0,10.0,200.0,fixed,0.6469164730244117,0.0287912171334028,200.0,50.0,4.0,3,burgers_grid_clean
burgers,grid,0.0,0.0,1.0,10.0,300.0,fixed,0.726321742318772,0.0317703634500503,300.0,50.0,4.0,3,burgers_grid_clean
burgers,grid,0.0,0.0,10.0,1.0,100.0,fixed,0.7366091560045872,0.212550014257431,100.0,50.0,4.0,3,burgers_grid_clean
burgers,grid,0.0,0.0,10.0,1.0,200.0,fixed,0.4844798798935959,0.3025045692920685,200.0,50.0,4.0,3,burgers_grid_clean
burgers,grid,0.0,0.0,10.0,1.0,300.0,fixed,0.4647342383057723,0.3273075819015503,300.0,50.0,4.0,3,burgers_grid_clean
burgers,grid,0.0,0.0,10.0,10.0,100.0,fixed,0.5204985931412038,0.0714749693870544,100.0,50.0,4.0,3,burgers_grid_clean
burgers,grid,0.0,0.0,10.0,10.0,200.0,fixed,0.5024253149552008,0.0919302552938461,200.0,50.0,4.0,3,burgers_grid_clean
burgers,grid,0.0,0.0,10.0,10.0,300.0,fixed,0.3883362379031752,0.0759018436074256,300.0,50.0,4.0,3,burgers_grid_clean
burgers,grid,0.0,0.0,1.0,1.0,100.0,fixed,0.2946170442824233,0.0667457282543182,100.0,50.0,4.0,4,burgers_grid_clean
burgers,grid,0.0,0.0,1.0,1.0,200.0,fixed,0.4524988464937152,0.0740117952227592,200.0,50.0,4.0,4,burgers_grid_clean
burgers,grid,0.0,0.0,1.0,1.0,300.0,fixed,0.4700989233877219,0.0822300016880035,300.0,50.0,4.0,4,burgers_grid_clean
burgers,grid,0.0,0.0,1.0,10.0,100.0,fixed,0.6235171042466079,0.023473847657442,100.0,50.0,4.0,4,burgers_grid_clean
burgers,grid,0.0,0.0,1.0,10.0,200.0,fixed,0.7401328471958881,0.031495451927185,200.0,50.0,4.0,4,burgers_grid_clean
burgers,grid,0.0,0.0,1.0,10.0,300.0,fixed,0.6532611619511106,0.027784077450633,300.0,50.0,4.0,4,burgers_grid_clean
burgers,grid,0.0,0.0,10.0,1.0,100.0,fixed,0.533807187891014,0.2845996916294098,100.0,50.0,4.0,4,burgers_grid_clean
burgers,grid,0.0,0.0,10.0,1.0,200.0,fixed,0.4677730416126766,0.28833869099617,200.0,50.0,4.0,4,burgers_grid_clean
burgers,grid,0.0,0.0,10.0,1.0,300.0,fixed,0.4100980385689589,0.24518783390522,300.0,50.0,4.0,4,burgers_grid_clean
burgers,grid,0.0,0.0,10.0,10.0,100.0,fixed,0.5117379198743203,0.0979151502251625,100.0,50.0,4.0,4,burgers_grid_clean
burgers,grid,0.0,0.0,10.0,10.0,200.0,fixed,0.5273905472932285,0.0905439183115959,200.0,50.0,4.0,4,burgers_grid_clean
burgers,grid,0.0,0.0,10.0,10.0,300.0,fixed,0.5454773747646162,0.111782506108284,300.0,50.0,4.0,4,burgers_grid_clean
burgers,grid_gradnorm,0.0,0.0,1.0,1.0,100.0,gradnorm,0.7283912460837763,0.0622282698750495,100.0,50.0,4.0,0,burgers_grid_gradnorm
burgers,grid_gradnorm,0.0,0.0,1.0,1.0,200.0,gradnorm,1.006587275176409,0.001322051975876,200.0,50.0,4.0,0,burgers_grid_gradnorm
burgers,grid_gradnorm,0.0,0.0,1.0,1.0,300.0,gradnorm,0.8877019177631377,0.0063328961841762,300.0,50.0,4.0,0,burgers_grid_gradnorm
burgers,grid_gradnorm,0.0,0.0,1.0,1.0,100.0,gradnorm,1.0081163347222233,0.0011642928002402,100.0,50.0,4.0,1,burgers_grid_gradnorm
burgers,grid_gradnorm,0.0,0.0,1.0,1.0,200.0,gradnorm,0.8913286156888439,0.0056651830673217,200.0,50.0,4.0,1,burgers_grid_gradnorm
burgers,grid_gradnorm,0.0,0.0,1.0,1.0,300.0,gradnorm,0.8956351260049847,0.0054217460565268,300.0,50.0,4.0,1,burgers_grid_gradnorm
burgers,grid_gradnorm,0.0,0.0,1.0,1.0,100.0,gradnorm,0.8971435431258691,0.0051625873893499,100.0,50.0,4.0,2,burgers_grid_gradnorm
burgers,grid_gradnorm,0.0,0.0,1.0,1.0,200.0,gradnorm,0.8302985790212883,0.0151144694536924,200.0,50.0,4.0,2,burgers_grid_gradnorm
burgers,grid_gradnorm,0.0,0.0,1.0,1.0,300.0,gradnorm,0.9744676905324696,0.0014976542443037,300.0,50.0,4.0,2,burgers_grid_gradnorm
burgers,grid_gradnorm,0.0,0.0,1.0,1.0,100.0,gradnorm,0.8927490679344985,0.0061285342089831,100.0,50.0,4.0,3,burgers_grid_gradnorm
burgers,grid_gradnorm,0.0,0.0,1.0,1.0,200.0,gradnorm,0.969657714904001,0.0019374531693756,200.0,50.0,4.0,3,burgers_grid_gradnorm
burgers,grid_gradnorm,0.0,0.0,1.0,1.0,300.0,gradnorm,1.0524525989957836,0.0054418020881712,300.0,50.0,4.0,3,burgers_grid_gradnorm
burgers,grid_gradnorm,0.0,0.0,1.0,1.0,100.0,gradnorm,0.9790154818527704,0.0017643966712057,100.0,50.0,4.0,4,burgers_grid_gradnorm
burgers,grid_gradnorm,0.0,0.0,1.0,1.0,200.0,gradnorm,1.1179155144347506,0.0049434029497206,200.0,50.0,4.0,4,burgers_grid_gradnorm
burgers,grid_gradnorm,0.0,0.0,1.0,1.0,300.0,gradnorm,0.9827707274555268,0.0012680378276854,300.0,50.0,4.0,4,burgers_grid_gradnorm
burgers,grid_relobralo,0.0,0.0,1.0,1.0,100.0,relobralo,0.5228297838888648,0.0643562003970146,100.0,50.0,4.0,0,burgers_grid_relobralo
burgers,grid_relobralo,0.0,0.0,1.0,1.0,200.0,relobralo,0.482340015012748,0.0548002943396568,200.0,50.0,4.0,0,burgers_grid_relobralo
burgers,grid_relobralo,0.0,0.0,1.0,1.0,300.0,relobralo,0.4961368398605897,0.0571192055940628,300.0,50.0,4.0,0,burgers_grid_relobralo
burgers,grid_relobralo,0.0,0.0,1.0,1.0,100.0,relobralo,0.4557758938637095,0.0586075633764267,100.0,50.0,4.0,1,burgers_grid_relobralo
burgers,grid_relobralo,0.0,0.0,1.0,1.0,200.0,relobralo,0.4756883917655184,0.0758178904652595,200.0,50.0,4.0,1,burgers_grid_relobralo
burgers,grid_relobralo,0.0,0.0,1.0,1.0,300.0,relobralo,0.5098841348192159,0.0698899403214454,300.0,50.0,4.0,1,burgers_grid_relobralo
burgers,grid_relobralo,0.0,0.0,1.0,1.0,100.0,relobralo,0.468464923327223,0.0615008547902107,100.0,50.0,4.0,2,burgers_grid_relobralo
burgers,grid_relobralo,0.0,0.0,1.0,1.0,200.0,relobralo,0.5649165840050975,0.0734855234622955,200.0,50.0,4.0,2,burgers_grid_relobralo
burgers,grid_relobralo,0.0,0.0,1.0,1.0,300.0,relobralo,0.5698583300730614,0.0689966455101966,300.0,50.0,4.0,2,burgers_grid_relobralo
burgers,grid_relobralo,0.0,0.0,1.0,1.0,100.0,relobralo,0.5718799516813865,0.0709167048335075,100.0,50.0,4.0,3,burgers_grid_relobralo
burgers,grid_relobralo,0.0,0.0,1.0,1.0,200.0,relobralo,0.5018563762916698,0.0585218630731105,200.0,50.0,4.0,3,burgers_grid_relobralo
burgers,grid_relobralo,0.0,0.0,1.0,1.0,300.0,relobralo,0.5259301265480117,0.0658180490136146,300.0,50.0,4.0,3,burgers_grid_relobralo
burgers,grid_relobralo,0.0,0.0,1.0,1.0,100.0,relobralo,0.3507427785212791,0.0706489831209182,100.0,50.0,4.0,4,burgers_grid_relobralo
burgers,grid_relobralo,0.0,0.0,1.0,1.0,200.0,relobralo,0.5268089908372837,0.0606071576476097,200.0,50.0,4.0,4,burgers_grid_relobralo
burgers,grid_relobralo,0.0,0.0,1.0,1.0,300.0,relobralo,0.5174187517645847,0.0703106001019477,300.0,50.0,4.0,4,burgers_grid_relobralo
burgers,nsga2,0.0,0.0,0.0462418344125753,4.71407873165487,140.0,,0.913136566079749,0.0031479236204177,140.0,,,0,burgers_nsga2_clean
burgers,nsga2,0.0,0.0,2.9978191934833105,0.6334266628308227,66.0,,0.3147059077061838,0.0641916990280151,66.0,,,0,burgers_nsga2_clean
burgers,nsga2,0.0,0.0,9.842788454096372,5.320964850068389,50.0,,0.3616764092788703,0.0538922697305679,50.0,,,0,burgers_nsga2_clean
burgers,nsga2,0.0,0.0,0.0216152006565138,8.358005801608257,156.0,,0.904634102900652,0.0019759631250053,156.0,,,0,burgers_nsga2_clean
burgers,nsga2,0.0,0.0,0.0462418344125753,9.773000138301006,489.0,,0.8964962517134896,0.0026480425149202,489.0,,,0,burgers_nsga2_clean
burgers,nsga2,0.0,0.0,9.371154079858488,5.320964850068389,50.0,,0.3469831949186749,0.076397493481636,50.0,,,0,burgers_nsga2_clean
burgers,nsga2,0.0,0.0,0.1662598276497624,8.132889121763524,461.0,,0.7155213691943307,0.0104465316981077,461.0,,,0,burgers_nsga2_clean
burgers,nsga2,0.0,0.0,0.0918805008027056,8.46177458944666,242.0,,0.8375381983798472,0.0055253272876143,242.0,,,0,burgers_nsga2_clean
burgers,nsga2,0.0,0.0,6.183791572645537,8.090072116019613,75.0,,0.5123171625727719,0.0209947973489761,75.0,,,0,burgers_nsga2_clean
burgers,nsga2,0.0,0.0,0.3173215168306749,8.375005133726098,50.0,,0.6161395325836421,0.0164252743124961,50.0,,,0,burgers_nsga2_clean
burgers,nsga2,0.0,0.0,3.1117772248272835,5.320964850068389,50.0,,0.4516210537388041,0.0252610966563224,50.0,,,0,burgers_nsga2_clean
burgers,nsga2,0.0,0.0,9.220332693194242,4.986270337542315,51.0,,0.42755570322765,0.0339134819805622,51.0,,,0,burgers_nsga2_clean
burgers,nsga2,0.0,0.0,9.516281253530323,8.132889121763524,52.0,,0.3326277385120028,0.0490567274391651,52.0,,,0,burgers_nsga2_clean
burgers,nsga2,0.0,0.0,0.1061147862415463,4.741733963335175,98.0,,0.8293596620311449,0.0129238441586494,98.0,,,0,burgers_nsga2_clean
burgers,nsga2,0.0,0.0,6.0400435793865,8.095778476085115,57.0,,0.3479171510885224,0.0360261909663677,57.0,,,0,burgers_nsga2_clean
burgers,nsga2,0.0,0.0,0.0010284191698828,9.710166014644376,78.0,,0.942749587997082,0.0010870427358895,78.0,,,1,burgers_nsga2_clean
burgers,nsga2,0.0,0.0,8.400833632774942,9.323698122811424,70.0,,0.5443917340456543,0.0582587122917175,70.0,,,1,burgers_nsga2_clean
burgers,nsga2,0.0,0.0,9.317838294184682,9.999702782456469,78.0,,0.3818528902351081,0.0674957185983657,78.0,,,1,burgers_nsga2_clean
burgers,nsga2,0.0,0.0,9.918058417633109,9.710166014644376,89.0,,0.3273552332651473,0.0436089746654033,89.0,,,1,burgers_nsga2_clean
burgers,nsga2,0.0,0.0,0.2927896091381781,6.468795107350186,297.0,,0.7615030982746958,0.0140972984954714,297.0,,,1,burgers_nsga2_clean
burgers,nsga2,0.0,0.0,0.3784662113293766,9.31830159558806,105.0,,0.68793937284294,0.0212609637528657,105.0,,,1,burgers_nsga2_clean
burgers,nsga2,0.0,0.0,1.6212532217170357,6.53671100460481,242.0,,0.5033068489602556,0.0392717123031616,242.0,,,1,burgers_nsga2_clean
burgers,nsga2,0.0,0.0,1.6212532217170357,6.7202301818986685,246.0,,0.4337438396148904,0.0387090593576431,246.0,,,1,burgers_nsga2_clean
burgers,nsga2,0.0,0.0,8.394758357233162,9.320993755185487,70.0,,0.5882554107186286,0.0229717940092086,70.0,,,1,burgers_nsga2_clean
burgers,nsga2,0.0,0.0,0.3968891737653644,5.214063731915989,257.0,,0.6076426215365278,0.0193827357143163,257.0,,,1,burgers_nsga2_clean
burgers,nsga2,0.0,0.0,9.972953106297044,9.710166014644376,81.0,,0.3770961543655225,0.0543525367975235,81.0,,,1,burgers_nsga2_clean
burgers,nsga2,0.0,0.0,0.2810390949050232,9.188651069325774,73.0,,0.7809134115582176,0.0119129177182912,73.0,,,1,burgers_nsga2_clean
burgers,nsga2,0.0,0.0,0.0914785239858588,5.428175370925684,78.0,,0.8492027358117212,0.0091072544455528,78.0,,,1,burgers_nsga2_clean
burgers,nsga2,0.0,0.0,0.3968891737653644,9.937573443706366,257.0,,0.7557286027033708,0.0144996456801891,257.0,,,1,burgers_nsga2_clean
burgers,nsga2,0.0,0.0,0.0946122891324786,9.192149854205466,72.0,,0.8918286489291537,0.0055205258540809,72.0,,,1,burgers_nsga2_clean
burgers,nsga2,0.0,0.0,2.06727389831815,6.529319971128758,50.0,,0.4722154541514192,0.0410469099879264,50.0,,,2,burgers_nsga2_clean
burgers,nsga2,0.0,0.0,0.6094884576492324,9.517258918717308,388.0,,0.6276185576948702,0.0196121763437986,388.0,,,2,burgers_nsga2_clean
burgers,nsga2,0.0,0.0,0.1202234150555397,9.10655910976535,374.0,,0.872608909634336,0.0088567668572068,374.0,,,2,burgers_nsga2_clean
burgers,nsga2,0.0,0.0,8.532928787644412,6.286952832097254,93.0,,0.259301924104624,0.0757222399115562,93.0,,,2,burgers_nsga2_clean
burgers,nsga2,0.0,0.0,2.0198725678469738,8.844612287209246,356.0,,0.5552054143648254,0.0360338240861892,356.0,,,2,burgers_nsga2_clean
burgers,nsga2,0.0,0.0,0.2391430224485607,9.040021083844556,153.0,,0.855057954425016,0.0149109531193971,153.0,,,2,burgers_nsga2_clean
burgers,nsga2,0.0,0.0,2.0198725678469738,9.040354113880545,210.0,,0.5670511680731594,0.0352846272289752,210.0,,,2,burgers_nsga2_clean
burgers,nsga2,0.0,0.0,8.532928787644412,6.688583686242012,93.0,,0.2682738876303291,0.0459357909858226,93.0,,,2,burgers_nsga2_clean
burgers,nsga2,0.0,0.0,8.060535033246406,6.601459157321276,70.0,,0.3027650186900104,0.07286137342453,70.0,,,2,burgers_nsga2_clean
burgers,nsga2,0.0,0.0,8.532928787644412,6.286952832097254,60.0,,0.3607385825615499,0.0567433610558509,60.0,,,2,burgers_nsga2_clean
burgers,nsga2,0.0,0.0,7.941527125288574,6.438936693234134,55.0,,0.3808062994880505,0.0538892857730388,55.0,,,2,burgers_nsga2_clean
burgers,nsga2,0.0,0.0,0.4382800018799184,9.428934370344184,93.0,,0.7741178267822891,0.0154277151450514,93.0,,,2,burgers_nsga2_clean
burgers,nsga2,0.0,0.0,0.6094884576492324,9.644512675507825,67.0,,0.6693966653637998,0.024603446945548,67.0,,,2,burgers_nsga2_clean
burgers,nsga2,0.0,0.0,0.7090943473416824,9.635771241838253,87.0,,0.699587710078603,0.0217158459126949,87.0,,,2,burgers_nsga2_clean
burgers,nsga2,0.0,0.0,0.532366163922579,5.909527838623065,207.0,,0.5785718627921365,0.022363256663084,207.0,,,2,burgers_nsga2_clean
burgers,nsga2,0.0,0.0,8.173116512468587,2.929165989757077,51.0,,0.3001137349681048,0.0337631478905677,51.0,,,3,burgers_nsga2_clean
burgers,nsga2,0.0,0.0,0.6983527668864573,2.9590313205937644,53.0,,0.407081079730256,0.0284541193395853,53.0,,,3,burgers_nsga2_clean
burgers,nsga2,0.0,0.0,0.2021910318960498,3.5329400361220267,108.0,,0.6211482618327471,0.0221925769001245,108.0,,,3,burgers_nsga2_clean
burgers,nsga2,0.0,0.0,6.31426825495793,2.776387719380274,50.0,,0.2610557861527954,0.0370161794126033,50.0,,,3,burgers_nsga2_clean
burgers,nsga2,0.0,0.0,0.1471636032404384,3.501425185396544,51.0,,0.7678545316431319,0.016724269837141,51.0,,,3,burgers_nsga2_clean
burgers,nsga2,0.0,0.0,0.1471636032404384,3.6028076157163875,110.0,,0.6931170622753351,0.0184441953897476,110.0,,,3,burgers_nsga2_clean
burgers,nsga2,0.0,0.0,0.048282044703259,3.068988449322104,279.0,,0.8890452101963646,0.0052515510469675,279.0,,,3,burgers_nsga2_clean
burgers,nsga2,0.0,0.0,0.2021910318960498,3.5329400361220267,50.0,,0.799688212376986,0.0235784407705068,50.0,,,3,burgers_nsga2_clean
burgers,nsga2,0.0,0.0,6.3181440939154205,2.776387719380274,50.0,,0.3185046221511383,0.0287176519632339,50.0,,,3,burgers_nsga2_clean
burgers,nsga2,0.0,0.0,0.1221806120128801,3.5329400361220267,50.0,,0.8356030009044109,0.0166581366211175,50.0,,,3,burgers_nsga2_clean
burgers,nsga2,0.0,0.0,0.1520232905293296,9.845371296707714,476.0,,0.8730744918409435,0.0082353726029396,476.0,,,4,burgers_nsga2_clean
burgers,nsga2,0.0,0.0,0.0020178481871755,6.351342337577274,166.0,,0.941040869685242,0.0008386843255721,166.0,,,4,burgers_nsga2_clean
burgers,nsga2,0.0,0.0,9.817462411759715,6.073950964118302,61.0,,0.344155500764344,0.0918276160955429,61.0,,,4,burgers_nsga2_clean
burgers,nsga2,0.0,0.0,9.567554402430826,6.373977228864657,157.0,,0.2816055084650635,0.0741017535328865,157.0,,,4,burgers_nsga2_clean
burgers,nsga2,0.0,0.0,0.8092794029321263,6.073950964118302,219.0,,0.5391475657439714,0.0262385327368974,219.0,,,4,burgers_nsga2_clean
burgers,nsga2,0.0,0.0,9.105846743589858,4.783247870664996,98.0,,0.4373502776491152,0.0484868809580802,98.0,,,4,burgers_nsga2_clean
burgers,nsga2,0.0,0.0,0.1513387388953485,6.073950964118302,341.0,,0.76780559201439,0.0133001878857612,341.0,,,4,burgers_nsga2_clean
burgers,nsga2,0.0,0.0,0.6851140701141719,9.837483683164605,268.0,,0.7497592068339054,0.0227066166698932,268.0,,,4,burgers_nsga2_clean
burgers,nsga2,0.0,0.0,0.1513387388953485,6.073950964118302,449.0,,0.8260241875469978,0.0121994027867913,449.0,,,4,burgers_nsga2_clean
burgers,nsga2,0.0,0.0,9.703959201354524,9.962476799326028,111.0,,0.3284369812476064,0.0580441169440746,111.0,,,4,burgers_nsga2_clean
burgers,nsga2,0.0,0.0,9.105846743589858,5.0334435035505285,96.0,,0.38850581634277,0.0801068320870399,96.0,,,4,burgers_nsga2_clean
