pde,algorithm,n_obs,obs_noise,lam_data,lam_pde,n_collocation,balancer,f1_l2_error,f2_pde_residual,f3_data_budget,hidden_dim,n_layers,seed,experiment
burgers,grid,20.0,0.01,1.0,1.0,200.0,fixed,0.4239193335247791,0.0868433862924575,220.0,50.0,4.0,1,burgers_grid_noisy_s01
burgers,grid,20.0,0.01,1.0,1.0,300.0,fixed,0.4242536216904324,0.075083740055561,320.0,50.0,4.0,1,burgers_grid_noisy_s01
burgers,grid,20.0,0.01,1.0,10.0,100.0,fixed,0.5565881924265995,0.026651969179511,120.0,50.0,4.0,1,burgers_grid_noisy_s01
burgers,grid,20.0,0.01,1.0,10.0,200.0,fixed,0.6704364738362187,0.024888776242733,220.0,50.0,4.0,1,burgers_grid_noisy_s01
burgers,grid,20.0,0.01,1.0,10.0,300.0,fixed,0.5851571303539367,0.0218393970280885,320.0,50.0,4.0,1,burgers_grid_noisy_s01
burgers,grid,20.0,0.01,10.0,1.0,100.0,fixed,0.534819180499785,0.2086433470249176,120.0,50.0,4.0,1,burgers_grid_noisy_s01
burgers,grid,20.0,0.01,10.0,1.0,200.0,fixed,0.3744769998195313,0.2790656983852386,220.0,50.0,4.0,1,burgers_grid_noisy_s01
burgers,grid,20.0,0.01,10.0,1.0,300.0,fixed,0.3853506353611087,0.2566554248332977,320.0,50.0,4.0,1,burgers_grid_noisy_s01
burgers,grid,20.0,0.01,10.0,10.0,100.0,fixed,0.5077747763679583,0.0838893204927444,120.0,50.0,4.0,1,burgers_grid_noisy_s01
burgers,grid,20.0,0.01,10.0,10.0,200.0,fixed,0.491062633004782,0.07183388620615,220.0,50.0,4.0,1,burgers_grid_noisy_s01
burgers,grid,20.0,0.01,10.0,10.0,300.0,fixed,0.444510817619858,0.0749643445014953,320.0,50.0,4.0,1,burgers_grid_noisy_s01
burgers,grid,20.0,0.01,1.0,1.0,100.0,fixed,0.528397614440144,0.0496260076761245,120.0,50.0,4.0,2,burgers_grid_noisy_s01
burgers,grid,20.0,0.01,1.0,1.0,200.0,fixed,0.4072323123140321,0.0815226584672927,220.0,50.0,4.0,2,burgers_grid_noisy_s01
burgers,grid,20.0,0.01,1.0,1.0,300.0,fixed,0.5759110585510562,0.077389970421791,320.0,50.0,4.0,2,burgers_grid_noisy_s01
burgers,grid,20.0,0.01,1.0,10.0,100.0,fixed,0.5684349560921657,0.028344202786684,120.0,50.0,4.0,2,burgers_grid_noisy_s01
burgers,grid,20.0,0.01,1.0,10.0,200.0,fixed,0.5971440062899089,0.0204748138785362,220.0,50.0,4.0,2,burgers_grid_noisy_s01
burgers,grid,20.0,0.01,1.0,10.0,300.0,fixed,0.6210240327143006,0.022625233978033,320.0,50.0,4.0,2,burgers_grid_noisy_s01
burgers,grid,20.0,0.01,10.0,1.0,100.0,fixed,0.3505078633152241,0.2000596076250076,120.0,50.0,4.0,2,burgers_grid_noisy_s01
burgers,grid,20.0,0.01,10.0,1.0,200.0,fixed,0.4201369199148961,0.2632070481777191,220.0,50.0,4.0,2,burgers_grid_noisy_s01
burgers,grid,20.0,0.01,10.0,1.0,300.0,fixed,0.5482136525208136,0.2620746791362762,320.0,50.0,4.0,2,burgers_grid_noisy_s01
burgers,grid,20.0,0.01,10.0,10.0,100.0,fixed,0.3242652967066594,0.05784697458148,120.0,50.0,4.0,2,burgers_grid_noisy_s01
burgers,grid,20.0,0.01,10.0,10.0,200.0,fixed,0.4487564314545688,0.0846104323863983,220.0,50.0,4.0,2,burgers_grid_noisy_s01
burgers,grid,20.0,0.01,10.0,10.0,300.0,fixed,0.5017210067155115,0.0889134556055069,320.0,50.0,4.0,2,burgers_grid_noisy_s01
burgers,grid,20.0,0.01,1.0,1.0,100.0,fixed,0.3434264940416648,0.0672597661614418,120.0,50.0,4.0,3,burgers_grid_noisy_s01
burgers,grid,20.0,0.01,1.0,1.0,200.0,fixed,0.5419216700821061,0.0695243775844574,220.0,50.0,4.0,3,burgers_grid_noisy_s01
burgers,grid,20.0,0.01,1.0,1.0,300.0,fixed,0.4506318493522757,0.0837940499186515,320.0,50.0,4.0,3,burgers_grid_noisy_s01
burgers,grid,20.0,0.01,1.0,10.0,100.0,fixed,0.571792524164569,0.0250929072499275,120.0,50.0,4.0,3,burgers_grid_noisy_s01
burgers,grid,20.0,0.01,1.0,10.0,200.0,fixed,0.5700781605528644,0.0252788942307233,220.0,50.0,4.0,3,burgers_grid_noisy_s01
burgers,grid,20.0,0.01,1.0,10.0,300.0,fixed,0.7188653768548605,0.0291738416999578,320.0,50.0,4.0,3,burgers_grid_noisy_s01
burgers,grid,20.0,0.01,10.0,1.0,100.0,fixed,0.4555148539319842,0.2379591166973114,120.0,50.0,4.0,3,burgers_grid_noisy_s01
burgers,grid,20.0,0.01,10.0,1.0,200.0,fixed,0.6363915443979786,0.2481539100408554,220.0,50.0,4.0,3,burgers_grid_noisy_s01
burgers,grid,20.0,0.01,10.0,1.0,300.0,fixed,0.3608206890413382,0.2191240191459655,320.0,50.0,4.0,3,burgers_grid_noisy_s01
burgers,grid,20.0,0.01,10.0,10.0,100.0,fixed,0.5006513077096318,0.0622750036418437,120.0,50.0,4.0,3,burgers_grid_noisy_s01
burgers,grid,20.0,0.01,10.0,10.0,200.0,fixed,0.4873493900452715,0.1003220826387405,220.0,50.0,4.0,3,burgers_grid_noisy_s01
burgers,grid,20.0,0.01,10.0,10.0,300.0,fixed,0.3026833049607803,0.079142577946186,320.0,50.0,4.0,3,burgers_grid_noisy_s01
burgers,grid,20.0,0.01,1.0,1.0,100.0,fixed,0.4861721644132878,0.0563171245157718,120.0,50.0,4.0,4,burgers_grid_noisy_s01
burgers,grid,20.0,0.01,1.0,1.0,200.0,fixed,0.6615019119009463,0.0716907978057861,220.0,50.0,4.0,4,burgers_grid_noisy_s01
burgers,grid,20.0,0.01,1.0,1.0,300.0,fixed,0.4672629626684355,0.0677545517683029,320.0,50.0,4.0,4,burgers_grid_noisy_s01
burgers,grid,20.0,0.01,1.0,10.0,100.0,fixed,0.5945225864535288,0.0270888097584247,120.0,50.0,4.0,4,burgers_grid_noisy_s01
burgers,grid,20.0,0.01,1.0,10.0,200.0,fixed,0.7015501807589197,0.0283817239105701,220.0,50.0,4.0,4,burgers_grid_noisy_s01
burgers,grid,20.0,0.01,1.0,10.0,300.0,fixed,0.6480840402327446,0.0268204528838396,320.0,50.0,4.0,4,burgers_grid_noisy_s01
burgers,grid,20.0,0.01,10.0,1.0,100.0,fixed,0.4874014356483577,0.2723631262779236,120.0,50.0,4.0,4,burgers_grid_noisy_s01
burgers,grid,20.0,0.01,10.0,1.0,200.0,fixed,0.3842223287832825,0.2136226147413253,220.0,50.0,4.0,4,burgers_grid_noisy_s01
burgers,grid,20.0,0.01,10.0,1.0,300.0,fixed,0.3740760028683809,0.2214588969945907,320.0,50.0,4.0,4,burgers_grid_noisy_s01
burgers,grid,20.0,0.01,10.0,10.0,100.0,fixed,0.3915587639271334,0.0775283798575401,120.0,50.0,4.0,4,burgers_grid_noisy_s01
burgers,grid,20.0,0.01,10.0,10.0,200.0,fixed,0.336577739916907,0.0808196291327476,220.0,50.0,4.0,4,burgers_grid_noisy_s01
burgers,grid,20.0,0.01,10.0,10.0,300.0,fixed,0.4782352128952934,0.0938219875097274,320.0,50.0,4.0,4,burgers_grid_noisy_s01
burgers,grid,20.0,0.05,1.0,1.0,100.0,fixed,0.3666468542583725,0.0144788846373558,120.0,50.0,4.0,0,burgers_grid_noisy_s05
burgers,grid,20.0,0.05,1.0,1.0,200.0,fixed,0.2196974642433646,0.0205652043223381,220.0,50.0,4.0,0,burgers_grid_noisy_s05
burgers,grid,20.0,0.05,1.0,1.0,300.0,fixed,0.3842749379723423,0.0575584545731544,320.0,50.0,4.0,0,burgers_grid_noisy_s05
burgers,grid,20.0,0.05,1.0,10.0,100.0,fixed,0.3258542584586663,0.0128996763378381,120.0,50.0,4.0,0,burgers_grid_noisy_s05
burgers,grid,20.0,0.05,1.0,10.0,200.0,fixed,0.4799572064762598,0.0182543341070413,220.0,50.0,4.0,0,burgers_grid_noisy_s05
burgers,grid,20.0,0.05,1.0,10.0,300.0,fixed,0.5532409803319039,0.0167506784200668,320.0,50.0,4.0,0,burgers_grid_noisy_s05
burgers,grid,20.0,0.05,10.0,1.0,100.0,fixed,0.446412849523511,0.0295353550463914,120.0,50.0,4.0,0,burgers_grid_noisy_s05
burgers,grid,20.0,0.05,10.0,1.0,200.0,fixed,0.4454871541200927,0.0443116463720798,220.0,50.0,4.0,0,burgers_grid_noisy_s05
burgers,grid,20.0,0.05,10.0,1.0,300.0,fixed,0.2227163098778186,0.0878182202577591,320.0,50.0,4.0,0,burgers_grid_noisy_s05
burgers,grid,20.0,0.05,10.0,10.0,100.0,fixed,0.3599073018430626,0.0127069978043437,120.0,50.0,4.0,0,burgers_grid_noisy_s05
burgers,grid,20.0,0.05,10.0,10.0,200.0,fixed,0.6198474509802151,0.0394168719649314,220.0,50.0,4.0,0,burgers_grid_noisy_s05
burgers,grid,20.0,0.05,10.0,10.0,300.0,fixed,0.3043955035057319,0.0180358160287141,320.0,50.0,4.0,0,burgers_grid_noisy_s05
burgers,grid,20.0,0.05,1.0,1.0,100.0,fixed,0.2036283425970811,0.0133874686434865,120.0,50.0,4.0,1,burgers_grid_noisy_s05
burgers,grid,20.0,0.05,1.0,1.0,200.0,fixed,0.2373943979134507,0.0310982558876276,220.0,50.0,4.0,1,burgers_grid_noisy_s05
burgers,grid,20.0,0.05,1.0,1.0,300.0,fixed,0.4527479571732603,0.0893698558211326,320.0,50.0,4.0,1,burgers_grid_noisy_s05
burgers,grid,20.0,0.05,1.0,10.0,100.0,fixed,0.3220213933196583,0.0399347692728042,120.0,50.0,4.0,1,burgers_grid_noisy_s05
burgers,grid,20.0,0.05,1.0,10.0,200.0,fixed,0.5022987772788731,0.0225406475365161,220.0,50.0,4.0,1,burgers_grid_noisy_s05
burgers,grid,20.0,0.05,1.0,10.0,300.0,fixed,0.5010227023664762,0.01710681989789,320.0,50.0,4.0,1,burgers_grid_noisy_s05
burgers,grid,20.0,0.05,10.0,1.0,100.0,fixed,0.6939330281601792,0.0274025555700063,120.0,50.0,4.0,1,burgers_grid_noisy_s05
burgers,grid,20.0,0.05,10.0,1.0,200.0,fixed,0.2609645148827048,0.0807045102119445,220.0,50.0,4.0,1,burgers_grid_noisy_s05
burgers,grid,20.0,0.05,10.0,1.0,300.0,fixed,0.3660512842415516,0.0493380762636661,320.0,50.0,4.0,1,burgers_grid_noisy_s05
burgers,grid,20.0,0.05,10.0,10.0,100.0,fixed,0.274326693245464,0.0261216387152671,120.0,50.0,4.0,1,burgers_grid_noisy_s05
burgers,grid,20.0,0.05,10.0,10.0,200.0,fixed,0.4513722406042193,0.0312659963965415,220.0,50.0,4.0,1,burgers_grid_noisy_s05
burgers,grid,20.0,0.05,10.0,10.0,300.0,fixed,0.2191144288110996,0.0280356463044881,320.0,50.0,4.0,1,burgers_grid_noisy_s05
burgers,grid,20.0,0.05,1.0,1.0,100.0,fixed,0.4976121116121517,0.0145154418423771,120.0,50.0,4.0,2,burgers_grid_noisy_s05
burgers,grid,20.0,0.05,1.0,1.0,200.0,fixed,0.2696719349834553,0.0301376245915889,220.0,50.0,4.0,2,burgers_grid_noisy_s05
burgers,grid,20.0,0.05,1.0,1.0,300.0,fixed,0.5669484226708696,0.0159397982060909,320.0,50.0,4.0,2,burgers_grid_noisy_s05
burgers,grid,20.0,0.05,1.0,10.0,100.0,fixed,0.4266123752017243,0.0135359419509768,120.0,50.0,4.0,2,burgers_grid_noisy_s05
burgers,grid,20.0,0.05,1.0,10.0,200.0,fixed,0.4330805807271946,0.0097849061712622,220.0,50.0,4.0,2,burgers_grid_noisy_s05
burgers,grid,20.0,0.05,1.0,10.0,300.0,fixed,0.380138010450825,0.013633195310831,320.0,50.0,4.0,2,burgers_grid_noisy_s05
burgers,grid,20.0,0.05,10.0,1.0,100.0,fixed,0.2010974546951053,0.0274019259959459,120.0,50.0,4.0,2,burgers_grid_noisy_s05
burgers,grid,20.0,0.05,10.0,1.0,200.0,fixed,0.5229826129010455,0.0364698953926563,220.0,50.0,4.0,2,burgers_grid_noisy_s05
burgers,grid,20.0,0.05,10.0,1.0,300.0,fixed,0.4937684457441694,0.0847111865878105,320.0,50.0,4.0,2,burgers_grid_noisy_s05
burgers,grid,20.0,0.05,10.0,10.0,100.0,fixed,0.1717252626132255,0.0162671525031328,120.0,50.0,4.0,2,burgers_grid_noisy_s05
burgers,grid,20.0,0.05,10.0,10.0,200.0,fixed,0.3589491952498814,0.0162149537354707,220.0,50.0,4.0,2,burgers_grid_noisy_s05
burgers,grid,20.0,0.05,10.0,10.0,300.0,fixed,0.4738482128787081,0.0307972691953182,320.0,50.0,4.0,2,burgers_grid_noisy_s05
burgers,grid,20.0,0.05,1.0,1.0,100.0,fixed,0.2050746575333445,0.037549864500761,120.0,50.0,4.0,3,burgers_grid_noisy_s05
burgers,grid,20.0,0.05,1.0,1.0,200.0,fixed,0.5131377004565909,0.02454449608922,220.0,50.0,4.0,3,burgers_grid_noisy_s05
burgers,grid,20.0,0.05,1.0,1.0,300.0,fixed,0.2311968110669181,0.0136644747108221,320.0,50.0,4.0,3,burgers_grid_noisy_s05
burgers,grid,20.0,0.05,1.0,10.0,100.0,fixed,0.4832114048399277,0.0147274602204561,120.0,50.0,4.0,3,burgers_grid_noisy_s05
burgers,grid,20.0,0.05,1.0,10.0,200.0,fixed,0.3627991193420596,0.0119480732828378,220.0,50.0,4.0,3,burgers_grid_noisy_s05
burgers,grid,20.0,0.05,1.0,10.0,300.0,fixed,0.4727749471271079,0.0176882278174161,320.0,50.0,4.0,3,burgers_grid_noisy_s05
burgers,grid,20.0,0.05,10.0,1.0,100.0,fixed,0.4653668016182616,0.0514247566461563,120.0,50.0,4.0,3,burgers_grid_noisy_s05
burgers,grid,20.0,0.05,10.0,1.0,200.0,fixed,0.6187898116288438,0.0801230520009994,220.0,50.0,4.0,3,burgers_grid_noisy_s05
burgers,grid,20.0,0.05,10.0,1.0,300.0,fixed,0.2134932668960728,0.0482899695634841,320.0,50.0,4.0,3,burgers_grid_noisy_s05
burgers,grid,20.0,0.05,10.0,10.0,100.0,fixed,0.4509124229833043,0.0256736706942319,120.0,50.0,4.0,3,burgers_grid_noisy_s05
burgers,grid,20.0,0.05,10.0,10.0,200.0,fixed,0.3725669843327882,0.0286886598914861,220.0,50.0,4.0,3,burgers_grid_noisy_s05
burgers,grid,20.0,0.05,10.0,10.0,300.0,fixed,0.2076403046000627,0.0325617156922817,320.0,50.0,4.0,3,burgers_grid_noisy_s05
burgers,grid,20.0,0.05,1.0,1.0,100.0,fixed,0.46243515044495,0.0121526541188359,120.0,50.0,4.0,4,burgers_grid_noisy_s05
burgers,grid,20.0,0.05,1.0,1.0,200.0,fixed,0.6623103018969756,0.0180053431540727,220.0,50.0,4.0,4,burgers_grid_noisy_s05
burgers,grid,20.0,0.05,1.0,1.0,300.0,fixed,0.2843309470289976,0.0257652513682842,320.0,50.0,4.0,4,burgers_grid_noisy_s05
burgers,grid,20.0,0.05,1.0,10.0,100.0,fixed,0.5141823384564871,0.0169641058892011,120.0,50.0,4.0,4,burgers_grid_noisy_s05
burgers,grid,20.0,0.05,1.0,10.0,200.0,fixed,0.4908687455289532,0.0149464961141347,220.0,50.0,4.0,4,burgers_grid_noisy_s05
burgers,grid,20.0,0.05,1.0,10.0,300.0,fixed,0.5081811017425002,0.0182894710451364,320.0,50.0,4.0,4,burgers_grid_noisy_s05
burgers,grid,20.0,0.05,10.0,1.0,100.0,fixed,0.2231409577224624,0.0277616400271654,120.0,50.0,4.0,4,burgers_grid_noisy_s05
burgers,grid,20.0,0.05,10.0,1.0,200.0,fixed,0.3359457821247964,0.0543560422956943,220.0,50.0,4.0,4,burgers_grid_noisy_s05
burgers,grid,20.0,0.05,10.0,1.0,300.0,fixed,0.3784884438540357,0.0582229606807231,320.0,50.0,4.0,4,burgers_grid_noisy_s05
burgers,grid,20.0,0.05,10.0,10.0,100.0,fixed,0.3142249119220942,0.0189433172345161,120.0,50.0,4.0,4,burgers_grid_noisy_s05
burgers,grid,20.0,0.05,10.0,10.0,200.0,fixed,0.4042368021783223,0.0325081199407577,220.0,50.0,4.0,4,burgers_grid_noisy_s05
burgers,grid,20.0,0.05,10.0,10.0,300.0,fixed,0.4386021920707116,0.0382139533758163,320.0,50.0,4.0,4,burgers_grid_noisy_s05
burgers,grid,20.0,0.1,1.0,1.0,100.0,fixed,0.4203760720867174,0.0472854040563106,120.0,50.0,4.0,0,burgers_grid_noisy_s10
burgers,grid,20.0,0.1,1.0,1.0,200.0,fixed,0.4242861022950218,0.056539386510849,220.0,50.0,4.0,0,burgers_grid_noisy_s10
burgers,grid,20.0,0.1,1.0,1.0,300.0,fixed,0.4885206392267831,0.0817684382200241,320.0,50.0,4.0,0,burgers_grid_noisy_s10
burgers,grid,20.0,0.1,1.0,10.0,100.0,fixed,0.5911372295326858,0.024320863187313,120.0,50.0,4.0,0,burgers_grid_noisy_s10
burgers,grid,20.0,0.1,1.0,10.0,200.0,fixed,0.6454968052299849,0.0224140975624322,220.0,50.0,4.0,0,burgers_grid_noisy_s10
burgers,grid,20.0,0.1,1.0,10.0,300.0,fixed,0.6155203869286482,0.0230219755321741,320.0,50.0,4.0,0,burgers_grid_noisy_s10
burgers,grid,20.0,0.1,10.0,1.0,100.0,fixed,0.4603644860112597,0.2271622866392135,120.0,50.0,4.0,0,burgers_grid_noisy_s10
burgers,grid,20.0,0.1,10.0,1.0,200.0,fixed,0.4347290840901277,0.1927016675472259,220.0,50.0,4.0,0,burgers_grid_noisy_s10
burgers,grid,20.0,0.1,10.0,1.0,300.0,fixed,0.3919651518171523,0.317321628332138,320.0,50.0,4.0,0,burgers_grid_noisy_s10
burgers,grid,20.0,0.1,10.0,10.0,100.0,fixed,0.4828074144425406,0.0992577522993087,120.0,50.0,4.0,0,burgers_grid_noisy_s10
burgers,grid,20.0,0.1,10.0,10.0,200.0,fixed,0.6874848525596038,0.0914671644568443,220.0,50.0,4.0,0,burgers_grid_noisy_s10
burgers,grid,20.0,0.1,10.0,10.0,300.0,fixed,0.4629212470045156,0.0692732632160186,320.0,50.0,4.0,0,burgers_grid_noisy_s10
burgers,grid,20.0,0.1,1.0,1.0,100.0,fixed,0.3260804505753051,0.0513794533908367,120.0,50.0,4.0,1,burgers_grid_noisy_s10
burgers,grid,20.0,0.1,1.0,1.0,200.0,fixed,0.4571624823746527,0.0825357809662818,220.0,50.0,4.0,1,burgers_grid_noisy_s10
burgers,grid,20.0,0.1,1.0,1.0,300.0,fixed,0.4260158280705695,0.073514349758625,320.0,50.0,4.0,1,burgers_grid_noisy_s10
burgers,grid,20.0,0.1,1.0,10.0,100.0,fixed,0.5107757963899443,0.0264375209808349,120.0,50.0,4.0,1,burgers_grid_noisy_s10
burgers,grid,20.0,0.1,1.0,10.0,200.0,fixed,0.6667800303519179,0.0257028676569461,220.0,50.0,4.0,1,burgers_grid_noisy_s10
burgers,grid,20.0,0.1,1.0,10.0,300.0,fixed,0.5934893367692667,0.0213025342673063,320.0,50.0,4.0,1,burgers_grid_noisy_s10
burgers,grid,20.0,0.1,10.0,1.0,100.0,fixed,0.5385006327533434,0.2163195461034774,120.0,50.0,4.0,1,burgers_grid_noisy_s10
burgers,grid,20.0,0.1,10.0,1.0,200.0,fixed,0.375748126333752,0.253630667924881,220.0,50.0,4.0,1,burgers_grid_noisy_s10
burgers,grid,20.0,0.1,10.0,1.0,300.0,fixed,0.405140625983269,0.2507652044296264,320.0,50.0,4.0,1,burgers_grid_noisy_s10
burgers,grid,20.0,0.1,10.0,10.0,100.0,fixed,0.5086495731936909,0.0833286643028259,120.0,50.0,4.0,1,burgers_grid_noisy_s10
burgers,grid,20.0,0.1,10.0,10.0,200.0,fixed,0.48931664295806,0.070925235748291,220.0,50.0,4.0,1,burgers_grid_noisy_s10
burgers,grid,20.0,0.1,10.0,10.0,300.0,fixed,0.4338316022434337,0.0801492258906364,320.0,50.0,4.0,1,burgers_grid_noisy_s10
burgers,grid,20.0,0.1,1.0,1.0,100.0,fixed,0.5323911807184393,0.0491684302687644,120.0,50.0,4.0,2,burgers_grid_noisy_s10
burgers,grid,20.0,0.1,1.0,1.0,200.0,fixed,0.3909098032692158,0.0757444873452186,220.0,50.0,4.0,2,burgers_grid_noisy_s10
burgers,grid,20.0,0.1,1.0,1.0,300.0,fixed,0.576386961466645,0.0774106904864311,320.0,50.0,4.0,2,burgers_grid_noisy_s10
burgers,grid,20.0,0.1,1.0,10.0,100.0,fixed,0.569740108356808,0.0274850502610206,120.0,50.0,4.0,2,burgers_grid_noisy_s10
burgers,grid,20.0,0.1,1.0,10.0,200.0,fixed,0.6000689772768018,0.0224405340850353,220.0,50.0,4.0,2,burgers_grid_noisy_s10
burgers,grid,20.0,0.1,1.0,10.0,300.0,fixed,0.6173316502637932,0.0230024494230747,320.0,50.0,4.0,2,burgers_grid_noisy_s10
burgers,grid,20.0,0.1,10.0,1.0,100.0,fixed,0.3361932073868097,0.2110464870929718,120.0,50.0,4.0,2,burgers_grid_noisy_s10
burgers,grid,20.0,0.1,10.0,1.0,200.0,fixed,0.4280705847211663,0.2592959105968475,220.0,50.0,4.0,2,burgers_grid_noisy_s10
burgers,grid,20.0,0.1,10.0,1.0,300.0,fixed,0.5559067110954499,0.2636241912841797,320.0,50.0,4.0,2,burgers_grid_noisy_s10
burgers,grid,20.0,0.1,10.0,10.0,100.0,fixed,0.3332659941172636,0.0637732669711113,120.0,50.0,4.0,2,burgers_grid_noisy_s10
burgers,grid,20.0,0.1,10.0,10.0,200.0,fixed,0.4430642707975529,0.0864997878670692,220.0,50.0,4.0,2,burgers_grid_noisy_s10
burgers,grid,20.0,0.1,10.0,10.0,300.0,fixed,0.5019960948689718,0.0897036045789718,320.0,50.0,4.0,2,burgers_grid_noisy_s10
burgers,grid,20.0,0.1,1.0,1.0,100.0,fixed,0.3875493119957239,0.0616211332380771,120.0,50.0,4.0,3,burgers_grid_noisy_s10
burgers,grid,20.0,0.1,1.0,1.0,200.0,fixed,0.4468313614310207,0.0773165449500083,220.0,50.0,4.0,3,burgers_grid_noisy_s10
burgers,grid,20.0,0.1,1.0,1.0,300.0,fixed,0.4334793057747442,0.0885695442557334,320.0,50.0,4.0,3,burgers_grid_noisy_s10
burgers,grid,20.0,0.1,1.0,10.0,100.0,fixed,0.5699199565670947,0.0268518310040235,120.0,50.0,4.0,3,burgers_grid_noisy_s10
burgers,grid,20.0,0.1,1.0,10.0,200.0,fixed,0.5678115146726777,0.0262051373720169,220.0,50.0,4.0,3,burgers_grid_noisy_s10
burgers,grid,20.0,0.1,1.0,10.0,300.0,fixed,0.722540264239964,0.0289095751941204,320.0,50.0,4.0,3,burgers_grid_noisy_s10
