pde,algorithm,n_obs,obs_noise,lam_data,lam_pde,n_collocation,balancer,hidden_dim,n_layers,experiment,n_seeds,f1_l2_error_mean,f1_l2_error_std,f1_l2_error_min,f1_l2_error_max,f2_pde_residual_mean,f2_pde_residual_std,f2_pde_residual_min,f2_pde_residual_max,f3_data_budget_mean,f3_data_budget_std,f3_data_budget_min,f3_data_budget_max
burgers,nsga2,0.0,0.0,0.0462418344125753,4.71407873165487,140.0,,,,burgers_nsga2_clean,1,0.913136566079749,0.0,0.913136566079749,0.913136566079749,0.0031479236204177,0.0,0.0031479236204177,0.0031479236204177,140.0,0.0,140.0,140.0
burgers,nsga2,0.0,0.0,0.0462418344125753,9.773000138301006,489.0,,,,burgers_nsga2_clean,1,0.8964962517134896,0.0,0.8964962517134896,0.8964962517134896,0.0026480425149202,0.0,0.0026480425149202,0.0026480425149202,489.0,0.0,489.0,489.0
burgers,nsga2,0.0,0.0,0.048282044703259,3.068988449322104,279.0,,,,burgers_nsga2_clean,1,0.8890452101963646,0.0,0.8890452101963646,0.8890452101963646,0.0052515510469675,0.0,0.0052515510469675,0.0052515510469675,279.0,0.0,279.0,279.0
burgers,nsga2,0.0,0.0,0.0914785239858588,5.428175370925684,78.0,,,,burgers_nsga2_clean,1,0.8492027358117212,0.0,0.8492027358117212,0.8492027358117212,0.0091072544455528,0.0,0.0091072544455528,0.0091072544455528,78.0,0.0,78.0,78.0
burgers,nsga2,0.0,0.0,0.0918805008027056,8.46177458944666,242.0,,,,burgers_nsga2_clean,1,0.8375381983798472,0.0,0.8375381983798472,0.8375381983798472,0.0055253272876143,0.0,0.0055253272876143,0.0055253272876143,242.0,0.0,242.0,242.0
burgers,nsga2,0.0,0.0,0.0946122891324786,9.192149854205466,72.0,,,,burgers_nsga2_clean,1,0.8918286489291537,0.0,0.8918286489291537,0.8918286489291537,0.0055205258540809,0.0,0.0055205258540809,0.0055205258540809,72.0,0.0,72.0,72.0
burgers,nsga2,0.0,0.0,0.1061147862415463,4.741733963335175,98.0,,,,burgers_nsga2_clean,1,0.8293596620311449,0.0,0.8293596620311449,0.8293596620311449,0.0129238441586494,0.0,0.0129238441586494,0.0129238441586494,98.0,0.0,98.0,98.0
burgers,nsga2,0.0,0.0,0.1202234150555397,9.10655910976535,374.0,,,,burgers_nsga2_clean,1,0.872608909634336,0.0,0.872608909634336,0.872608909634336,0.0088567668572068,0.0,0.0088567668572068,0.0088567668572068,374.0,0.0,374.0,374.0
burgers,nsga2,0.0,0.0,0.1221806120128801,3.5329400361220267,50.0,,,,burgers_nsga2_clean,1,0.8356030009044109,0.0,0.8356030009044109,0.8356030009044109,0.0166581366211175,0.0,0.0166581366211175,0.0166581366211175,50.0,0.0,50.0,50.0
burgers,nsga2,0.0,0.0,0.1471636032404384,3.501425185396544,51.0,,,,burgers_nsga2_clean,1,0.7678545316431319,0.0,0.7678545316431319,0.7678545316431319,0.016724269837141,0.0,0.016724269837141,0.016724269837141,51.0,0.0,51.0,51.0
burgers,nsga2,0.0,0.0,0.1471636032404384,3.6028076157163875,110.0,,,,burgers_nsga2_clean,1,0.6931170622753351,0.0,0.6931170622753351,0.6931170622753351,0.0184441953897476,0.0,0.0184441953897476,0.0184441953897476,110.0,0.0,110.0,110.0
burgers,nsga2,0.0,0.0,0.1513387388953485,6.073950964118302,341.0,,,,burgers_nsga2_clean,1,0.76780559201439,0.0,0.76780559201439,0.76780559201439,0.0133001878857612,0.0,0.0133001878857612,0.0133001878857612,341.0,0.0,341.0,341.0
burgers,nsga2,0.0,0.0,0.1513387388953485,6.073950964118302,449.0,,,,burgers_nsga2_clean,1,0.8260241875469978,0.0,0.8260241875469978,0.8260241875469978,0.0121994027867913,0.0,0.0121994027867913,0.0121994027867913,449.0,0.0,449.0,449.0
burgers,nsga2,0.0,0.0,0.1520232905293296,9.845371296707714,476.0,,,,burgers_nsga2_clean,1,0.8730744918409435,0.0,0.8730744918409435,0.8730744918409435,0.0082353726029396,0.0,0.0082353726029396,0.0082353726029396,476.0,0.0,476.0,476.0
burgers,nsga2,0.0,0.0,0.1662598276497624,8.132889121763524,461.0,,,,burgers_nsga2_clean,1,0.7155213691943307,0.0,0.7155213691943307,0.7155213691943307,0.0104465316981077,0.0,0.0104465316981077,0.0104465316981077,461.0,0.0,461.0,461.0
burgers,nsga2,0.0,0.0,0.2021910318960498,3.5329400361220267,50.0,,,,burgers_nsga2_clean,1,0.799688212376986,0.0,0.799688212376986,0.799688212376986,0.0235784407705068,0.0,0.0235784407705068,0.0235784407705068,50.0,0.0,50.0,50.0
burgers,nsga2,0.0,0.0,0.2021910318960498,3.5329400361220267,108.0,,,,burgers_nsga2_clean,1,0.6211482618327471,0.0,0.6211482618327471,0.6211482618327471,0.0221925769001245,0.0,0.0221925769001245,0.0221925769001245,108.0,0.0,108.0,108.0
burgers,nsga2,0.0,0.0,0.2391430224485607,9.040021083844556,153.0,,,,burgers_nsga2_clean,1,0.855057954425016,0.0,0.855057954425016,0.855057954425016,0.0149109531193971,0.0,0.0149109531193971,0.0149109531193971,153.0,0.0,153.0,153.0
burgers,nsga2,0.0,0.0,0.2810390949050232,9.188651069325774,73.0,,,,burgers_nsga2_clean,1,0.7809134115582176,0.0,0.7809134115582176,0.7809134115582176,0.0119129177182912,0.0,0.0119129177182912,0.0119129177182912,73.0,0.0,73.0,73.0
burgers,nsga2,0.0,0.0,0.2927896091381781,6.468795107350186,297.0,,,,burgers_nsga2_clean,1,0.7615030982746958,0.0,0.7615030982746958,0.7615030982746958,0.0140972984954714,0.0,0.0140972984954714,0.0140972984954714,297.0,0.0,297.0,297.0
burgers,nsga2,0.0,0.0,0.3047777427613392,9.952133339690802,70.0,,,,burgers_nsga2_clean,1,0.7552416279133153,0.0,0.7552416279133153,0.7552416279133153,0.0134803969413042,0.0,0.0134803969413042,0.0134803969413042,70.0,0.0,70.0,70.0
burgers,nsga2,0.0,0.0,0.3173215168306749,8.375005133726098,50.0,,,,burgers_nsga2_clean,1,0.6161395325836421,0.0,0.6161395325836421,0.6161395325836421,0.0164252743124961,0.0,0.0164252743124961,0.0164252743124961,50.0,0.0,50.0,50.0
burgers,nsga2,0.0,0.0,0.3784662113293766,9.31830159558806,105.0,,,,burgers_nsga2_clean,1,0.68793937284294,0.0,0.68793937284294,0.68793937284294,0.0212609637528657,0.0,0.0212609637528657,0.0212609637528657,105.0,0.0,105.0,105.0
burgers,nsga2,0.0,0.0,0.3968891737653644,5.214063731915989,257.0,,,,burgers_nsga2_clean,1,0.6076426215365278,0.0,0.6076426215365278,0.6076426215365278,0.0193827357143163,0.0,0.0193827357143163,0.0193827357143163,257.0,0.0,257.0,257.0
burgers,nsga2,0.0,0.0,0.3968891737653644,9.937573443706366,257.0,,,,burgers_nsga2_clean,1,0.7557286027033708,0.0,0.7557286027033708,0.7557286027033708,0.0144996456801891,0.0,0.0144996456801891,0.0144996456801891,257.0,0.0,257.0,257.0
burgers,nsga2,0.0,0.0,0.4382800018799184,9.428934370344184,93.0,,,,burgers_nsga2_clean,1,0.7741178267822891,0.0,0.7741178267822891,0.7741178267822891,0.0154277151450514,0.0,0.0154277151450514,0.0154277151450514,93.0,0.0,93.0,93.0
burgers,nsga2,0.0,0.0,0.4750340720867417,6.015098438788106,61.0,,,,burgers_nsga2_clean,1,0.6337701489919478,0.0,0.6337701489919478,0.6337701489919478,0.0258212871849536,0.0,0.0258212871849536,0.0258212871849536,61.0,0.0,61.0,61.0
burgers,nsga2,0.0,0.0,0.532366163922579,5.909527838623065,207.0,,,,burgers_nsga2_clean,1,0.5785718627921365,0.0,0.5785718627921365,0.5785718627921365,0.022363256663084,0.0,0.022363256663084,0.022363256663084,207.0,0.0,207.0,207.0
burgers,nsga2,0.0,0.0,0.6094884576492324,9.517258918717308,388.0,,,,burgers_nsga2_clean,1,0.6276185576948702,0.0,0.6276185576948702,0.6276185576948702,0.0196121763437986,0.0,0.0196121763437986,0.0196121763437986,388.0,0.0,388.0,388.0
burgers,nsga2,0.0,0.0,0.6094884576492324,9.644512675507825,67.0,,,,burgers_nsga2_clean,1,0.6693966653637998,0.0,0.6693966653637998,0.6693966653637998,0.024603446945548,0.0,0.024603446945548,0.024603446945548,67.0,0.0,67.0,67.0
burgers,nsga2,0.0,0.0,0.6851140701141719,9.837483683164605,268.0,,,,burgers_nsga2_clean,1,0.7497592068339054,0.0,0.7497592068339054,0.7497592068339054,0.0227066166698932,0.0,0.0227066166698932,0.0227066166698932,268.0,0.0,268.0,268.0
burgers,nsga2,0.0,0.0,0.6851140701141719,9.92505073619974,265.0,,,,burgers_nsga2_clean,1,0.6743417374175085,0.0,0.6743417374175085,0.6743417374175085,0.0237693693488836,0.0,0.0237693693488836,0.0237693693488836,265.0,0.0,265.0,265.0
burgers,nsga2,0.0,0.0,0.6983527668864573,2.9590313205937644,53.0,,,,burgers_nsga2_clean,1,0.407081079730256,0.0,0.407081079730256,0.407081079730256,0.0284541193395853,0.0,0.0284541193395853,0.0284541193395853,53.0,0.0,53.0,53.0
burgers,nsga2,0.0,0.0,0.7090943473416824,9.635771241838253,87.0,,,,burgers_nsga2_clean,1,0.699587710078603,0.0,0.699587710078603,0.699587710078603,0.0217158459126949,0.0,0.0217158459126949,0.0217158459126949,87.0,0.0,87.0,87.0
burgers,nsga2,0.0,0.0,0.8092794029321263,6.073950964118302,219.0,,,,burgers_nsga2_clean,1,0.5391475657439714,0.0,0.5391475657439714,0.5391475657439714,0.0262385327368974,0.0,0.0262385327368974,0.0262385327368974,219.0,0.0,219.0,219.0
burgers,nsga2,0.0,0.0,1.6212532217170357,6.53671100460481,242.0,,,,burgers_nsga2_clean,1,0.5033068489602556,0.0,0.5033068489602556,0.5033068489602556,0.0392717123031616,0.0,0.0392717123031616,0.0392717123031616,242.0,0.0,242.0,242.0
burgers,nsga2,0.0,0.0,1.6212532217170357,6.7202301818986685,246.0,,,,burgers_nsga2_clean,1,0.4337438396148904,0.0,0.4337438396148904,0.4337438396148904,0.0387090593576431,0.0,0.0387090593576431,0.0387090593576431,246.0,0.0,246.0,246.0
burgers,nsga2,0.0,0.0,2.0198725678469738,8.844612287209246,356.0,,,,burgers_nsga2_clean,1,0.5552054143648254,0.0,0.5552054143648254,0.5552054143648254,0.0360338240861892,0.0,0.0360338240861892,0.0360338240861892,356.0,0.0,356.0,356.0
burgers,nsga2,0.0,0.0,2.0198725678469738,9.040354113880545,210.0,,,,burgers_nsga2_clean,1,0.5670511680731594,0.0,0.5670511680731594,0.5670511680731594,0.0352846272289752,0.0,0.0352846272289752,0.0352846272289752,210.0,0.0,210.0,210.0
burgers,nsga2,0.0,0.0,2.06727389831815,6.529319971128758,50.0,,,,burgers_nsga2_clean,1,0.4722154541514192,0.0,0.4722154541514192,0.4722154541514192,0.0410469099879264,0.0,0.0410469099879264,0.0410469099879264,50.0,0.0,50.0,50.0
burgers,nsga2,0.0,0.0,2.9978191934833105,0.6334266628308227,66.0,,,,burgers_nsga2_clean,1,0.3147059077061838,0.0,0.3147059077061838,0.3147059077061838,0.0641916990280151,0.0,0.0641916990280151,0.0641916990280151,66.0,0.0,66.0,66.0
burgers,nsga2,0.0,0.0,3.1117772248272835,5.320964850068389,50.0,,,,burgers_nsga2_clean,1,0.4516210537388041,0.0,0.4516210537388041,0.4516210537388041,0.0252610966563224,0.0,0.0252610966563224,0.0252610966563224,50.0,0.0,50.0,50.0
burgers,nsga2,0.0,0.0,6.0400435793865,8.095778476085115,57.0,,,,burgers_nsga2_clean,1,0.3479171510885224,0.0,0.3479171510885224,0.3479171510885224,0.0360261909663677,0.0,0.0360261909663677,0.0360261909663677,57.0,0.0,57.0,57.0
burgers,nsga2,0.0,0.0,6.183791572645537,8.090072116019613,75.0,,,,burgers_nsga2_clean,1,0.5123171625727719,0.0,0.5123171625727719,0.5123171625727719,0.0209947973489761,0.0,0.0209947973489761,0.0209947973489761,75.0,0.0,75.0,75.0
burgers,nsga2,0.0,0.0,6.31426825495793,2.776387719380274,50.0,,,,burgers_nsga2_clean,1,0.2610557861527954,0.0,0.2610557861527954,0.2610557861527954,0.0370161794126033,0.0,0.0370161794126033,0.0370161794126033,50.0,0.0,50.0,50.0
burgers,nsga2,0.0,0.0,6.3181440939154205,2.776387719380274,50.0,,,,burgers_nsga2_clean,1,0.3185046221511383,0.0,0.3185046221511383,0.3185046221511383,0.0287176519632339,0.0,0.0287176519632339,0.0287176519632339,50.0,0.0,50.0,50.0
burgers,nsga2,0.0,0.0,7.941527125288574,6.438936693234134,55.0,,,,burgers_nsga2_clean,1,0.3808062994880505,0.0,0.3808062994880505,0.3808062994880505,0.0538892857730388,0.0,0.0538892857730388,0.0538892857730388,55.0,0.0,55.0,55.0
burgers,nsga2,0.0,0.0,8.060535033246406,6.601459157321276,70.0,,,,burgers_nsga2_clean,1,0.3027650186900104,0.0,0.3027650186900104,0.3027650186900104,0.07286137342453,0.0,0.07286137342453,0.07286137342453,70.0,0.0,70.0,70.0
burgers,nsga2,0.0,0.0,8.173116512468587,2.929165989757077,51.0,,,,burgers_nsga2_clean,1,0.3001137349681048,0.0,0.3001137349681048,0.3001137349681048,0.0337631478905677,0.0,0.0337631478905677,0.0337631478905677,51.0,0.0,51.0,51.0
burgers,nsga2,0.0,0.0,8.394758357233162,9.320993755185487,70.0,,,,burgers_nsga2_clean,1,0.5882554107186286,0.0,0.5882554107186286,0.5882554107186286,0.0229717940092086,0.0,0.0229717940092086,0.0229717940092086,70.0,0.0,70.0,70.0
burgers,nsga2,0.0,0.0,8.400833632774942,9.323698122811424,70.0,,,,burgers_nsga2_clean,1,0.5443917340456543,0.0,0.5443917340456543,0.5443917340456543,0.0582587122917175,0.0,0.0582587122917175,0.0582587122917175,70.0,0.0,70.0,70.0
burgers,nsga2,0.0,0.0,8.532928787644412,6.286952832097254,60.0,,,,burgers_nsga2_clean,1,0.3607385825615499,0.0,0.3607385825615499,0.3607385825615499,0.0567433610558509,0.0,0.0567433610558509,0.0567433610558509,60.0,0.0,60.0,60.0
burgers,nsga2,0.0,0.0,8.532928787644412,6.286952832097254,93.0,,,,burgers_nsga2_clean,1,0.259301924104624,0.0,0.259301924104624,0.259301924104624,0.0757222399115562,0.0,0.0757222399115562,0.0757222399115562,93.0,0.0,93.0,93.0
burgers,nsga2,0.0,0.0,8.532928787644412,6.688583686242012,93.0,,,,burgers_nsga2_clean,1,0.2682738876303291,0.0,0.2682738876303291,0.2682738876303291,0.0459357909858226,0.0,0.0459357909858226,0.0459357909858226,93.0,0.0,93.0,93.0
burgers,nsga2,0.0,0.0,9.105846743589858,4.783247870664996,98.0,,,,burgers_nsga2_clean,1,0.4373502776491152,0.0,0.4373502776491152,0.4373502776491152,0.0484868809580802,0.0,0.0484868809580802,0.0484868809580802,98.0,0.0,98.0,98.0
burgers,nsga2,0.0,0.0,9.105846743589858,5.0334435035505285,96.0,,,,burgers_nsga2_clean,1,0.38850581634277,0.0,0.38850581634277,0.38850581634277,0.0801068320870399,0.0,0.0801068320870399,0.0801068320870399,96.0,0.0,96.0,96.0
burgers,nsga2,0.0,0.0,9.220332693194242,4.986270337542315,51.0,,,,burgers_nsga2_clean,1,0.42755570322765,0.0,0.42755570322765,0.42755570322765,0.0339134819805622,0.0,0.0339134819805622,0.0339134819805622,51.0,0.0,51.0,51.0
burgers,nsga2,0.0,0.0,9.317838294184682,9.999702782456469,78.0,,,,burgers_nsga2_clean,1,0.3818528902351081,0.0,0.3818528902351081,0.3818528902351081,0.0674957185983657,0.0,0.0674957185983657,0.0674957185983657,78.0,0.0,78.0,78.0
burgers,nsga2,0.0,0.0,9.345246512406003,5.113764200590802,117.0,,,,burgers_nsga2_clean,1,0.3144228980474122,0.0,0.3144228980474122,0.3144228980474122,0.0539125129580497,0.0,0.0539125129580497,0.0539125129580497,117.0,0.0,117.0,117.0
burgers,nsga2,0.0,0.0,9.371154079858488,5.320964850068389,50.0,,,,burgers_nsga2_clean,1,0.3469831949186749,0.0,0.3469831949186749,0.3469831949186749,0.076397493481636,0.0,0.076397493481636,0.076397493481636,50.0,0.0,50.0,50.0
burgers,nsga2,0.0,0.0,9.516281253530323,8.132889121763524,52.0,,,,burgers_nsga2_clean,1,0.3326277385120028,0.0,0.3326277385120028,0.3326277385120028,0.0490567274391651,0.0,0.0490567274391651,0.0490567274391651,52.0,0.0,52.0,52.0
burgers,nsga2,0.0,0.0,9.567554402430826,6.373977228864657,157.0,,,,burgers_nsga2_clean,1,0.2816055084650635,0.0,0.2816055084650635,0.2816055084650635,0.0741017535328865,0.0,0.0741017535328865,0.0741017535328865,157.0,0.0,157.0,157.0
burgers,nsga2,0.0,0.0,9.703959201354524,9.962476799326028,111.0,,,,burgers_nsga2_clean,1,0.3284369812476064,0.0,0.3284369812476064,0.3284369812476064,0.0580441169440746,0.0,0.0580441169440746,0.0580441169440746,111.0,0.0,111.0,111.0
burgers,nsga2,0.0,0.0,9.817462411759715,6.073950964118302,61.0,,,,burgers_nsga2_clean,1,0.344155500764344,0.0,0.344155500764344,0.344155500764344,0.0918276160955429,0.0,0.0918276160955429,0.0918276160955429,61.0,0.0,61.0,61.0
burgers,nsga2,0.0,0.0,9.842788454096372,5.320964850068389,50.0,,,,burgers_nsga2_clean,1,0.3616764092788703,0.0,0.3616764092788703,0.3616764092788703,0.0538922697305679,0.0,0.0538922697305679,0.0538922697305679,50.0,0.0,50.0,50.0
burgers,nsga2,0.0,0.0,9.918058417633109,9.710166014644376,89.0,,,,burgers_nsga2_clean,1,0.3273552332651473,0.0,0.3273552332651473,0.3273552332651473,0.0436089746654033,0.0,0.0436089746654033,0.0436089746654033,89.0,0.0,89.0,89.0
burgers,nsga2,0.0,0.0,9.972953106297044,9.710166014644376,81.0,,,,burgers_nsga2_clean,1,0.3770961543655225,0.0,0.3770961543655225,0.3770961543655225,0.0543525367975235,0.0,0.0543525367975235,0.0543525367975235,81.0,0.0,81.0,81.0
burgers,nsga3,0.0,0.0,0.1662598276497624,8.132889121763524,457.0,,,,burgers_nsga3_clean,1,0.814008104196877,0.0,0.814008104196877,0.814008104196877,0.0101983603090047,0.0,0.0101983603090047,0.0101983603090047,457.0,0.0,457.0,457.0
burgers,nsga3,0.0,0.0,0.2765635733174406,9.725049499487676,292.0,,,,burgers_nsga3_clean,1,0.7920848224637717,0.0,0.7920848224637717,0.7920848224637717,0.0122166937217116,0.0,0.0122166937217116,0.0122166937217116,292.0,0.0,292.0,292.0
burgers,nsga3,0.0,0.0,0.3413697537061666,9.09405759342786,145.0,,,,burgers_nsga3_clean,1,0.7519781539988446,0.0,0.7519781539988446,0.7519781539988446,0.0161198936402797,0.0,0.0161198936402797,0.0161198936402797,145.0,0.0,145.0,145.0
burgers,nsga3,0.0,0.0,0.3660891498428729,6.130420007229352,302.0,,,,burgers_nsga3_clean,1,0.6698553427237097,0.0,0.6698553427237097,0.6698553427237097,0.0190299954265356,0.0,0.0190299954265356,0.0190299954265356,302.0,0.0,302.0,302.0
burgers,nsga3,0.0,0.0,0.3710919456480361,9.150656955200484,298.0,,,,burgers_nsga3_clean,1,0.7599987697795646,0.0,0.7599987697795646,0.7599987697795646,0.0160614252090454,0.0,0.0160614252090454,0.0160614252090454,298.0,0.0,298.0,298.0
burgers,nsga3,0.0,0.0,0.3968891737653644,5.286364043336957,257.0,,,,burgers_nsga3_clean,1,0.5968539969310358,0.0,0.5968539969310358,0.5968539969310358,0.0258141383528709,0.0,0.0258141383528709,0.0258141383528709,257.0,0.0,257.0,257.0
burgers,nsga3,0.0,0.0,0.4234553510388887,5.8712772254591465,404.0,,,,burgers_nsga3_clean,1,0.6786377886142853,0.0,0.6786377886142853,0.6786377886142853,0.0234699007123708,0.0,0.0234699007123708,0.0234699007123708,404.0,0.0,404.0,404.0
burgers,nsga3,0.0,0.0,0.7199737031531294,4.773973417945141,146.0,,,,burgers_nsga3_clean,1,0.7442135737526874,0.0,0.7442135737526874,0.7442135737526874,0.040522065013647,0.0,0.040522065013647,0.040522065013647,146.0,0.0,146.0,146.0
burgers,nsga3,0.0,0.0,1.2296712179541247,5.532586573543142,54.0,,,,burgers_nsga3_clean,1,0.624302986094508,0.0,0.624302986094508,0.624302986094508,0.0432679504156112,0.0,0.0432679504156112,0.0432679504156112,54.0,0.0,54.0,54.0
