pde,algorithm,n_obs,obs_noise,lam_data,lam_pde,n_collocation,balancer,hidden_dim,n_layers,experiment,n_seeds,f1_l2_error_mean,f1_l2_error_std,f1_l2_error_min,f1_l2_error_max,f2_pde_residual_mean,f2_pde_residual_std,f2_pde_residual_min,f2_pde_residual_max,f3_data_budget_mean,f3_data_budget_std,f3_data_budget_min,f3_data_budget_max
burgers,nsga3,0.0,0.0,1.2475902079044163,7.888205673417476,115.0,,,,burgers_nsga3_clean,1,0.4419174538422472,0.0,0.4419174538422472,0.4419174538422472,0.0276344381272792,0.0,0.0276344381272792,0.0276344381272792,115.0,0.0,115.0,115.0
burgers,nsga3,0.0,0.0,1.2507211226125978,8.627516002822937,107.0,,,,burgers_nsga3_clean,1,0.5602849450241152,0.0,0.5602849450241152,0.5602849450241152,0.0278196856379508,0.0,0.0278196856379508,0.0278196856379508,107.0,0.0,107.0,107.0
burgers,nsga3,0.0,0.0,1.4912917472219385,6.993737938522589,468.0,,,,burgers_nsga3_clean,1,0.5365574921464945,0.0,0.5365574921464945,0.5365574921464945,0.0389099270105361,0.0,0.0389099270105361,0.0389099270105361,468.0,0.0,468.0,468.0
burgers,nsga3,0.0,0.0,1.6136427791225805,7.584703995371301,51.0,,,,burgers_nsga3_clean,1,0.5272857109271796,0.0,0.5272857109271796,0.5272857109271796,0.0322208888828754,0.0,0.0322208888828754,0.0322208888828754,51.0,0.0,51.0,51.0
burgers,nsga3,0.0,0.0,2.0383485914597745,6.438275106487172,116.0,,,,burgers_nsga3_clean,1,0.4138771473041254,0.0,0.4138771473041254,0.4138771473041254,0.0412645265460014,0.0,0.0412645265460014,0.0412645265460014,116.0,0.0,116.0,116.0
burgers,nsga3,0.0,0.0,2.546788558381226,2.985612942997819,97.0,,,,burgers_nsga3_clean,1,0.3931869230149974,0.0,0.3931869230149974,0.3931869230149974,0.0443896278738975,0.0,0.0443896278738975,0.0443896278738975,97.0,0.0,97.0,97.0
burgers,nsga3,0.0,0.0,3.7065208229731006,0.8498628268825149,105.0,,,,burgers_nsga3_clean,1,0.3558192387828477,0.0,0.3558192387828477,0.3558192387828477,0.1001618131995201,0.0,0.1001618131995201,0.1001618131995201,105.0,0.0,105.0,105.0
burgers,nsga3,0.0,0.0,3.997162555083397,6.130262104305261,138.0,,,,burgers_nsga3_clean,1,0.3879779733968583,0.0,0.3879779733968583,0.3879779733968583,0.0474041365087032,0.0,0.0474041365087032,0.0474041365087032,138.0,0.0,138.0,138.0
burgers,nsga3,0.0,0.0,4.978705397213514,7.5453225510866435,114.0,,,,burgers_nsga3_clean,1,0.2862150698363282,0.0,0.2862150698363282,0.2862150698363282,0.0490559078752994,0.0,0.0490559078752994,0.0490559078752994,114.0,0.0,114.0,114.0
burgers,nsga3,0.0,0.0,6.450779192175442,2.6985973509249392,59.0,,,,burgers_nsga3_clean,1,0.3309279472932371,0.0,0.3309279472932371,0.3309279472932371,0.0478298477828502,0.0,0.0478298477828502,0.0478298477828502,59.0,0.0,59.0,59.0
burgers,nsga3,0.0,0.0,6.88477885897883,4.675116150801699,114.0,,,,burgers_nsga3_clean,1,0.2629832732666823,0.0,0.2629832732666823,0.2629832732666823,0.058556281030178,0.0,0.058556281030178,0.058556281030178,114.0,0.0,114.0,114.0
burgers,nsga3,0.0,0.0,6.9624637507048845,2.927914769375859,51.0,,,,burgers_nsga3_clean,1,0.4735524614227455,0.0,0.4735524614227455,0.4735524614227455,0.0510761924088001,0.0,0.0510761924088001,0.0510761924088001,51.0,0.0,51.0,51.0
burgers,nsga3,0.0,0.0,7.0543413804035024,7.728659478382194,97.0,,,,burgers_nsga3_clean,1,0.3650337520190407,0.0,0.3650337520190407,0.3650337520190407,0.055177628993988,0.0,0.055177628993988,0.055177628993988,97.0,0.0,97.0,97.0
burgers,nsga3,0.0,0.0,7.7412740582868755,3.937254265148865,59.0,,,,burgers_nsga3_clean,1,0.3715976610495303,0.0,0.3715976610495303,0.3715976610495303,0.0549854487180709,0.0,0.0549854487180709,0.0549854487180709,59.0,0.0,59.0,59.0
burgers,nsga3,0.0,0.0,8.166266753722706,6.311867480693047,53.0,,,,burgers_nsga3_clean,1,0.3565257060880668,0.0,0.3565257060880668,0.3565257060880668,0.0923244580626487,0.0,0.0923244580626487,0.0923244580626487,53.0,0.0,53.0,53.0
burgers,nsga3,0.0,0.0,8.216212264226478,6.311867480693047,54.0,,,,burgers_nsga3_clean,1,0.3175452168102433,0.0,0.3175452168102433,0.3175452168102433,0.0436853095889091,0.0,0.0436853095889091,0.0436853095889091,54.0,0.0,54.0,54.0
burgers,nsga3,0.0,0.0,9.350789165453897,8.1587196876612,51.0,,,,burgers_nsga3_clean,1,0.4044654258449847,0.0,0.4044654258449847,0.4044654258449847,0.0350342914462089,0.0,0.0350342914462089,0.0350342914462089,51.0,0.0,51.0,51.0
poisson,grid,0.0,0.0,0.1,0.1,100.0,fixed,50.0,4.0,poisson_grid_clean,5,0.0042994054500013,0.0007687283711047598,0.0033534516114741,0.0051196203567087,0.03880352303385728,0.005015080080903762,0.033397439867258,0.0457686930894851,100.0,0.0,100.0,100.0
poisson,grid,0.0,0.0,0.1,0.1,200.0,fixed,50.0,4.0,poisson_grid_clean,5,0.00460606566630298,0.0010678294943930009,0.003090031677857,0.0056345327757298,0.04168577268719668,0.0029216557156082554,0.0368999242782592,0.0447190552949905,200.0,0.0,200.0,200.0
poisson,grid,0.0,0.0,0.1,0.1,300.0,fixed,50.0,4.0,poisson_grid_clean,5,0.00493026627227658,0.0013099081343993326,0.0031914631836116,0.0067089032381772,0.040614491701126076,0.0027091059312722614,0.0374138243496418,0.0432973764836788,300.0,0.0,300.0,300.0
poisson,grid,0.0,0.0,0.1,1.0,100.0,fixed,50.0,4.0,poisson_grid_clean,5,0.0422864949330687,0.035616393609437656,0.0136328684166073,0.0930146649479866,0.01487111328169698,0.007507601550551173,0.0069791697897017,0.0264772698283195,100.0,0.0,100.0,100.0
poisson,grid,0.0,0.0,0.1,1.0,200.0,fixed,50.0,4.0,poisson_grid_clean,5,0.05051980689167972,0.04112666756191139,0.0195905249565839,0.1042884066700935,0.02299449294805522,0.009626000634620288,0.0112235341221094,0.0329634249210357,200.0,0.0,200.0,200.0
poisson,grid,0.0,0.0,0.1,1.0,300.0,fixed,50.0,4.0,poisson_grid_clean,5,0.050903013534843874,0.0358602074990052,0.0125019783154129,0.0918152779340744,0.025762558728456442,0.010907301887453738,0.0072680972516536,0.0343379341065883,300.0,0.0,300.0,300.0
poisson,grid,0.0,0.0,0.1,10.0,100.0,fixed,50.0,4.0,poisson_grid_clean,5,2.162850832939148,0.27372922049571385,1.7187923192977903,2.461261510848999,0.02613366991281506,0.010345981979681585,0.0160388834774494,0.0385741032660007,100.0,0.0,100.0,100.0
poisson,grid,0.0,0.0,0.1,10.0,200.0,fixed,50.0,4.0,poisson_grid_clean,5,2.1505600452423095,0.11368733514166966,1.986987590789795,2.307014942169189,0.022648418694734558,0.00859814198537865,0.0146942976862192,0.0370208732783794,200.0,0.0,200.0,200.0
poisson,grid,0.0,0.0,0.1,10.0,300.0,fixed,50.0,4.0,poisson_grid_clean,5,2.1925320625305176,0.1415617725360943,1.9616684913635252,2.318645477294922,0.02202363200485704,0.005921059365489745,0.0166318956762552,0.0309971012175083,300.0,0.0,300.0,300.0
poisson,grid,0.0,0.0,1.0,0.1,100.0,fixed,50.0,4.0,poisson_grid_clean,5,0.022773463593330177,0.03618377241818789,0.000706426333636,0.0842002779245376,0.0657175168395042,0.04379805160614604,0.0347904488444328,0.1423458755016327,100.0,0.0,100.0,100.0
poisson,grid,0.0,0.0,1.0,0.1,200.0,fixed,50.0,4.0,poisson_grid_clean,5,0.0113141883630305,0.015671870359097062,0.0008947913302108,0.036783467978239,0.05714724659919734,0.014639772121354776,0.0376650467514991,0.0779726803302764,200.0,0.0,200.0,200.0
poisson,grid,0.0,0.0,1.0,0.1,300.0,fixed,50.0,4.0,poisson_grid_clean,5,0.017263003520201842,0.03320712134405689,0.0007617908413521,0.0765564441680908,0.07246275022625918,0.03360197271671912,0.0385780446231365,0.1265211552381515,300.0,0.0,300.0,300.0
poisson,grid,0.0,0.0,1.0,1.0,100.0,fixed,50.0,4.0,poisson_grid_clean,5,0.00791511507704846,0.004345669485048688,0.0029519358649849,0.0149393565952777,0.06064064092934126,0.021462231757267348,0.0298246052116155,0.0904302150011062,100.0,0.0,100.0,100.0
poisson,grid,0.0,0.0,1.0,1.0,200.0,fixed,50.0,4.0,poisson_grid_clean,5,0.007548757875338161,0.0038055398010189067,0.0037818655837327,0.0139215774834156,0.054698757454752875,0.01918441751446692,0.0296642798930406,0.0823072642087936,200.0,0.0,200.0,200.0
poisson,grid,0.0,0.0,1.0,1.0,300.0,fixed,50.0,4.0,poisson_grid_clean,5,0.007223506597802,0.003899863756721095,0.0036874145735055,0.0137619040906429,0.05323809310793872,0.01930443579492662,0.0298911705613136,0.0829795971512794,300.0,0.0,300.0,300.0
poisson,grid,0.0,0.0,1.0,10.0,100.0,fixed,50.0,4.0,poisson_grid_clean,5,0.09958537220954893,0.12378173330309448,0.017429269850254,0.3171541690826416,0.02814948745071886,0.01241154016398146,0.0191818363964557,0.0452439971268177,100.0,0.0,100.0,100.0
poisson,grid,0.0,0.0,1.0,10.0,200.0,fixed,50.0,4.0,poisson_grid_clean,5,0.09952993169426913,0.09365449568253759,0.0405555628240108,0.2649238407611847,0.03096104115247722,0.0056594161292186146,0.022254167124629,0.0368754491209983,200.0,0.0,200.0,200.0
poisson,grid,0.0,0.0,1.0,10.0,300.0,fixed,50.0,4.0,poisson_grid_clean,5,0.09794969968497753,0.10382620620176217,0.0310299564152956,0.280954509973526,0.03628586940467354,0.01803490711824938,0.0213848650455474,0.0676115304231643,300.0,0.0,300.0,300.0
poisson,grid,0.0,0.0,10.0,0.1,100.0,fixed,50.0,4.0,poisson_grid_clean,5,0.004896540683694139,0.005484352186617711,0.0008590152719989,0.0142971212044358,0.06995421499013896,0.01487536926546269,0.0494070500135421,0.0904893800616264,100.0,0.0,100.0,100.0
poisson,grid,0.0,0.0,10.0,0.1,200.0,fixed,50.0,4.0,poisson_grid_clean,5,0.01474979699123646,0.021145171058093302,0.0010822900803759,0.0507502108812332,0.06462149024009703,0.012070776530170333,0.0521515570580959,0.0841340646147728,200.0,0.0,200.0,200.0
poisson,grid,0.0,0.0,10.0,0.1,300.0,fixed,50.0,4.0,poisson_grid_clean,5,0.01820881993044162,0.016746149434979967,0.001068246201612,0.0431853719055652,0.0724210046231746,0.018161730442290355,0.0452568717300891,0.0949667245149612,300.0,0.0,300.0,300.0
poisson,grid,0.0,0.0,10.0,1.0,100.0,fixed,50.0,4.0,poisson_grid_clean,5,0.0034102809964678396,0.005782167684827773,0.0006003572489134,0.0137476557865738,0.034912212565541195,0.004284496151934518,0.0290157180279493,0.0394352637231349,100.0,0.0,100.0,100.0
poisson,grid,0.0,0.0,10.0,1.0,200.0,fixed,50.0,4.0,poisson_grid_clean,5,0.0008834823209326199,0.000646649486509677,0.0003964834322687,0.002019865438342,0.034650392085313717,0.00382306368550076,0.0297692008316516,0.0395821332931518,200.0,0.0,200.0,200.0
poisson,grid,0.0,0.0,10.0,1.0,300.0,fixed,50.0,4.0,poisson_grid_clean,5,0.00056147210998454,7.383122381490185e-05,0.0004649359034374,0.0006379722035489,0.03757193386554716,0.005192421954479799,0.0315582603216171,0.0457961373031139,300.0,0.0,300.0,300.0
poisson,grid,0.0,0.0,10.0,10.0,100.0,fixed,50.0,4.0,poisson_grid_clean,5,0.00479471492581064,0.0013609488882502443,0.0025399269070476,0.0060386485420167,0.037057932093739435,0.010818855476156379,0.0193626340478658,0.0461802445352077,100.0,0.0,100.0,100.0
poisson,grid,0.0,0.0,10.0,10.0,200.0,fixed,50.0,4.0,poisson_grid_clean,5,0.00377595289610324,0.0010234425255059164,0.0021534217521548,0.0048286337405443,0.031658872961997944,0.008481461233977014,0.0183321330696344,0.0392282158136367,200.0,0.0,200.0,200.0
poisson,grid,0.0,0.0,10.0,10.0,300.0,fixed,50.0,4.0,poisson_grid_clean,5,0.004658344062045161,0.0006734803240859418,0.0035758309531956,0.0054129087366163,0.039483068138360944,0.007127232004902356,0.0330441296100616,0.0509863831102848,300.0,0.0,300.0,300.0
poisson2d,grid,0.0,0.0,0.1,0.1,100.0,fixed,50.0,4.0,poisson2d_grid_clean,5,0.1476661711931228,0.01268963867410501,0.1303788125514984,0.1651602983474731,0.12118726372718806,0.013674784691938882,0.1084513962268829,0.140218123793602,100.0,0.0,100.0,100.0
poisson2d,grid,0.0,0.0,0.1,0.1,200.0,fixed,50.0,4.0,poisson2d_grid_clean,5,0.14016658663749693,0.017402877386618998,0.1209574490785598,0.1669701486825943,0.13712394833564753,0.012878741255944482,0.1164033859968185,0.1476176977157592,200.0,0.0,200.0,200.0
poisson2d,grid,0.0,0.0,0.1,0.1,300.0,fixed,50.0,4.0,poisson2d_grid_clean,5,0.13807073980569834,0.01840607193530927,0.1143300458788871,0.1577925235033035,0.1340990126132965,0.0024417984277138784,0.1322461068630218,0.1381922215223312,300.0,0.0,300.0,300.0
poisson2d,grid,0.0,0.0,0.1,1.0,100.0,fixed,50.0,4.0,poisson2d_grid_clean,5,0.8884217500686645,0.4634091381507185,0.5025891661643982,1.5928689241409302,0.15390848815441127,0.00624938027096513,0.145729660987854,0.1594049781560897,100.0,0.0,100.0,100.0
poisson2d,grid,0.0,0.0,0.1,1.0,200.0,fixed,50.0,4.0,poisson2d_grid_clean,5,0.47354326248168943,0.10812479094579337,0.331186980009079,0.5814953446388245,0.14387827813625334,0.008491585000574823,0.1327926516532898,0.1557530015707016,200.0,0.0,200.0,200.0
poisson2d,grid,0.0,0.0,0.1,1.0,300.0,fixed,50.0,4.0,poisson2d_grid_clean,5,0.5338987350463867,0.17456894092008304,0.2687219083309173,0.7129217982292175,0.13589030057191848,0.02002183813259764,0.1180678829550743,0.1665579080581665,300.0,0.0,300.0,300.0
poisson2d,grid,0.0,0.0,0.1,10.0,100.0,fixed,50.0,4.0,poisson2d_grid_clean,5,2.22682671546936,0.35302387601460483,1.6739861965179443,2.64832091331482,0.17880118191242217,0.040090355982189324,0.127888023853302,0.2282492071390152,100.0,0.0,100.0,100.0
poisson2d,grid,0.0,0.0,0.1,10.0,200.0,fixed,50.0,4.0,poisson2d_grid_clean,5,2.2960508346557615,0.293700547914892,1.913663625717163,2.70180082321167,0.1769927442073822,0.009439991466619177,0.160291850566864,0.1827400177717209,200.0,0.0,200.0,200.0
poisson2d,grid,0.0,0.0,0.1,10.0,300.0,fixed,50.0,4.0,poisson2d_grid_clean,5,2.0717518806457518,0.15733124217444402,1.892806053161621,2.247976303100586,0.19326348006725308,0.02269377544566618,0.1693144142627716,0.224358320236206,300.0,0.0,300.0,300.0
poisson2d,grid,0.0,0.0,1.0,0.1,100.0,fixed,50.0,4.0,poisson2d_grid_clean,5,0.11837869584560393,0.01587649398131111,0.1054401099681854,0.1416170597076416,0.11629795283079145,0.010112426517092429,0.0990479364991188,0.1255591809749603,100.0,0.0,100.0,100.0
poisson2d,grid,0.0,0.0,1.0,0.1,200.0,fixed,50.0,4.0,poisson2d_grid_clean,5,0.11755240261554714,0.016189189805706498,0.0995797142386436,0.1374010443687439,0.13279094398021693,0.016038913688763295,0.1088778525590896,0.1483525484800338,200.0,0.0,200.0,200.0
poisson2d,grid,0.0,0.0,1.0,0.1,300.0,fixed,50.0,4.0,poisson2d_grid_clean,5,0.106928151845932,0.01493229631918187,0.0911521390080452,0.1244344487786293,0.14011030942201613,0.01938223577947145,0.1159039065241813,0.1609084904193878,300.0,0.0,300.0,300.0
poisson2d,grid,0.0,0.0,1.0,1.0,100.0,fixed,50.0,4.0,poisson2d_grid_clean,5,0.15994722843170162,0.013273894661339396,0.1399578601121902,0.1741184294223785,0.13853710591793056,0.022151415198659853,0.1204118430614471,0.1654641777276992,100.0,0.0,100.0,100.0
poisson2d,grid,0.0,0.0,1.0,1.0,200.0,fixed,50.0,4.0,poisson2d_grid_clean,5,0.15374707281589506,0.009454501424094403,0.1433775573968887,0.1675498187541961,0.15849442780017853,0.027674949804737777,0.1284876763820648,0.1967211365699768,200.0,0.0,200.0,200.0
poisson2d,grid,0.0,0.0,1.0,1.0,300.0,fixed,50.0,4.0,poisson2d_grid_clean,5,0.1490713357925415,0.01007685667757926,0.1324268728494644,0.156919926404953,0.15733422040939327,0.03200374476815542,0.1145141124725341,0.1927208751440048,300.0,0.0,300.0,300.0
poisson2d,grid,0.0,0.0,1.0,10.0,100.0,fixed,50.0,4.0,poisson2d_grid_clean,5,0.4230655312538147,0.11285565301683459,0.2884274125099182,0.5357787609100342,0.1161362469196319,0.016165652795381638,0.1015754342079162,0.1437107026576995,100.0,0.0,100.0,100.0
poisson2d,grid,0.0,0.0,1.0,10.0,200.0,fixed,50.0,4.0,poisson2d_grid_clean,5,0.4705818831920624,0.1910168992696973,0.3011514842510223,0.7954187989234924,0.14436776041984556,0.031811853453724344,0.1183275133371353,0.1990322470664978,200.0,0.0,200.0,200.0
poisson2d,grid,0.0,0.0,1.0,10.0,300.0,fixed,50.0,4.0,poisson2d_grid_clean,5,0.49119868874549866,0.1756715117798379,0.3126833438873291,0.6780596375465393,0.14606823325157162,0.02795638713622107,0.1231126934289932,0.191708356142044,300.0,0.0,300.0,300.0
poisson2d,grid,0.0,0.0,10.0,0.1,100.0,fixed,50.0,4.0,poisson2d_grid_clean,5,0.04371962249279018,0.008915784425410635,0.0331954769790172,0.053414948284626,0.20188467800617213,0.03303682582748897,0.1501517742872238,0.2387377172708511,100.0,0.0,100.0,100.0
poisson2d,grid,0.0,0.0,10.0,0.1,200.0,fixed,50.0,4.0,poisson2d_grid_clean,5,0.04456186741590496,0.011155866894979685,0.0301212407648563,0.0612223260104656,0.22201990485191345,0.04031328027690132,0.1932334452867508,0.2923730909824371,200.0,0.0,200.0,200.0
poisson2d,grid,0.0,0.0,10.0,0.1,300.0,fixed,50.0,4.0,poisson2d_grid_clean,5,0.03946551084518428,0.004295782149496334,0.0339818708598613,0.0447507537901401,0.21535824239253992,0.03771794678357743,0.1730124205350875,0.2565583884716034,300.0,0.0,300.0,300.0
poisson2d,grid,0.0,0.0,10.0,1.0,100.0,fixed,50.0,4.0,poisson2d_grid_clean,5,0.10842675268650051,0.0145329180526135,0.0922168269753456,0.1294426620006561,0.12827333360910415,0.016974665110711672,0.108948640525341,0.1459328532218933,100.0,0.0,100.0,100.0
poisson2d,grid,0.0,0.0,10.0,1.0,200.0,fixed,50.0,4.0,poisson2d_grid_clean,5,0.11490483731031413,0.012911220023143039,0.1005828380584716,0.1299472153186798,0.12060727179050443,0.018405819366652466,0.1029146090149879,0.1449308395385742,200.0,0.0,200.0,200.0
poisson2d,grid,0.0,0.0,10.0,1.0,300.0,fixed,50.0,4.0,poisson2d_grid_clean,5,0.10897951722145076,0.015502859173511263,0.0900622978806495,0.1287835538387298,0.12360174357891077,0.019480942771806963,0.1043587699532508,0.1451529115438461,300.0,0.0,300.0,300.0
poisson2d,grid,0.0,0.0,10.0,10.0,100.0,fixed,50.0,4.0,poisson2d_grid_clean,5,0.14635576456785201,0.016739034510118933,0.1236988231539726,0.167634516954422,0.1328256458044052,0.024163703758616144,0.0989461690187454,0.1661706119775772,100.0,0.0,100.0,100.0
poisson2d,grid,0.0,0.0,10.0,10.0,200.0,fixed,50.0,4.0,poisson2d_grid_clean,5,0.14376046657562253,0.015924173052297173,0.1284052580595016,0.1698785722255706,0.13967383354902263,0.020686227999950235,0.1071996316313743,0.1601547449827194,200.0,0.0,200.0,200.0
poisson2d,grid,0.0,0.0,10.0,10.0,300.0,fixed,50.0,4.0,poisson2d_grid_clean,5,0.13978282958269114,0.011259514041305178,0.1240668967366218,0.1536594033241272,0.14360931366682048,0.015847249373324525,0.1222386434674263,0.1625414937734604,300.0,0.0,300.0,300.0
